feature_code,name,type,year,age,sex,number_assessed
S08000024,Lothian,NHS Health Board,2016/17,40 to 44 yrs old,All,323
S08000024,Lothian,NHS Health Board,2016/17,45+ yrs old,All,392
S08000024,Lothian,NHS Health Board,2016/17,Unknown,All,0
S08000024,Lothian,NHS Health Board,2017/18,Under 20yrs old,All,80
S08000024,Lothian,NHS Health Board,2017/18,20 to 24 yrs old,All,143
S08000024,Lothian,NHS Health Board,2017/18,25 to 29 yrs old,All,320
S08000024,Lothian,NHS Health Board,2017/18,30 to 34 yrs old,All,374
S08000024,Lothian,NHS Health Board,2017/18,35 to 39 yrs old,All,386
S08000024,Lothian,NHS Health Board,2017/18,40 to 44 yrs old,All,308
S08000024,Lothian,NHS Health Board,2017/18,45+ yrs old,All,339
S08000024,Lothian,NHS Health Board,2017/18,Unknown,All,1
S08000024,Lothian,NHS Health Board,2018/19,Under 20yrs old,All,88
S08000024,Lothian,NHS Health Board,2018/19,20 to 24 yrs old,All,142
S08000024,Lothian,NHS Health Board,2018/19,25 to 29 yrs old,All,297
S08000024,Lothian,NHS Health Board,2018/19,30 to 34 yrs old,All,375
S08000024,Lothian,NHS Health Board,2018/19,35 to 39 yrs old,All,375
S08000024,Lothian,NHS Health Board,2018/19,40 to 44 yrs old,All,292
S08000024,Lothian,NHS Health Board,2018/19,45+ yrs old,All,345
S08000024,Lothian,NHS Health Board,2018/19,Unknown,All,1
S08000025,Orkney,NHS Health Board,2006/07,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2006/07,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2007/08,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2007/08,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2008/09,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2008/09,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2009/10,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2009/10,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2010/11,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2010/11,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2011/12,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2011/12,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2012/13,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2012/13,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2013/14,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2013/14,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2014/15,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2014/15,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2015/16,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2015/16,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2016/17,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2016/17,Unknown,All,NA
S08000025,Orkney,NHS Health Board,2017/18,Under 20yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,20 to 24 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,25 to 29 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,30 to 34 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,35 to 39 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,40 to 44 yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,45+ yrs old,All,NA
S08000025,Orkney,NHS Health Board,2017/18,Unknown,All,NA
S08000026,Shetland,NHS Health Board,2006/07,Under 20yrs old,All,13
S08000026,Shetland,NHS Health Board,2006/07,20 to 24 yrs old,All,12
S08000026,Shetland,NHS Health Board,2006/07,25 to 29 yrs old,All,5
S08000026,Shetland,NHS Health Board,2006/07,30 to 34 yrs old,All,8
S08000026,Shetland,NHS Health Board,2006/07,35 to 39 yrs old,All,6
S08000026,Shetland,NHS Health Board,2006/07,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2006/07,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2006/07,Unknown,All,0
S08000026,Shetland,NHS Health Board,2007/08,Under 20yrs old,All,11
S08000026,Shetland,NHS Health Board,2007/08,20 to 24 yrs old,All,8
S08000026,Shetland,NHS Health Board,2007/08,25 to 29 yrs old,All,6
S08000026,Shetland,NHS Health Board,2007/08,30 to 34 yrs old,All,11
S08000026,Shetland,NHS Health Board,2007/08,35 to 39 yrs old,All,5
S08000026,Shetland,NHS Health Board,2007/08,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2007/08,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2007/08,Unknown,All,0
S08000026,Shetland,NHS Health Board,2008/09,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2008/09,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2008/09,25 to 29 yrs old,All,10
S08000026,Shetland,NHS Health Board,2008/09,30 to 34 yrs old,All,10
S08000026,Shetland,NHS Health Board,2008/09,35 to 39 yrs old,All,6
S08000026,Shetland,NHS Health Board,2008/09,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2008/09,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2008/09,Unknown,All,0
S08000026,Shetland,NHS Health Board,2009/10,Under 20yrs old,All,5
S08000026,Shetland,NHS Health Board,2009/10,20 to 24 yrs old,All,21
S08000026,Shetland,NHS Health Board,2009/10,25 to 29 yrs old,All,12
S08000026,Shetland,NHS Health Board,2009/10,30 to 34 yrs old,All,9
S08000026,Shetland,NHS Health Board,2009/10,35 to 39 yrs old,All,9
S08000026,Shetland,NHS Health Board,2009/10,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2009/10,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2009/10,Unknown,All,0
S08000026,Shetland,NHS Health Board,2010/11,Under 20yrs old,All,5
S08000026,Shetland,NHS Health Board,2010/11,20 to 24 yrs old,All,14
S08000026,Shetland,NHS Health Board,2010/11,25 to 29 yrs old,All,21
S08000026,Shetland,NHS Health Board,2010/11,30 to 34 yrs old,All,14
S08000026,Shetland,NHS Health Board,2010/11,35 to 39 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2010/11,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2010/11,45+ yrs old,All,7
S08000026,Shetland,NHS Health Board,2010/11,Unknown,All,0
S08000026,Shetland,NHS Health Board,2011/12,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2011/12,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2011/12,25 to 29 yrs old,All,10
S08000026,Shetland,NHS Health Board,2011/12,30 to 34 yrs old,All,7
S08000026,Shetland,NHS Health Board,2011/12,35 to 39 yrs old,All,8
S08000026,Shetland,NHS Health Board,2011/12,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2011/12,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2011/12,Unknown,All,0
S08000026,Shetland,NHS Health Board,2012/13,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2012/13,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2012/13,25 to 29 yrs old,All,8
S08000026,Shetland,NHS Health Board,2012/13,30 to 34 yrs old,All,9
S08000026,Shetland,NHS Health Board,2012/13,35 to 39 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2012/13,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2012/13,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2012/13,Unknown,All,0
S08000026,Shetland,NHS Health Board,2013/14,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2013/14,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2013/14,25 to 29 yrs old,All,13
S08000026,Shetland,NHS Health Board,2013/14,30 to 34 yrs old,All,5
S08000026,Shetland,NHS Health Board,2013/14,35 to 39 yrs old,All,8
S08000026,Shetland,NHS Health Board,2013/14,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2013/14,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2013/14,Unknown,All,0
S08000026,Shetland,NHS Health Board,2014/15,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,25 to 29 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,30 to 34 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,35 to 39 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2014/15,45+ yrs old,All,6
S08000026,Shetland,NHS Health Board,2014/15,Unknown,All,0
S08000026,Shetland,NHS Health Board,2015/16,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2015/16,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2015/16,25 to 29 yrs old,All,6
S08000026,Shetland,NHS Health Board,2015/16,30 to 34 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2015/16,35 to 39 yrs old,All,9
S08000026,Shetland,NHS Health Board,2015/16,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2015/16,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2015/16,Unknown,All,0
S08000026,Shetland,NHS Health Board,2016/17,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2016/17,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2016/17,25 to 29 yrs old,All,7
S08000026,Shetland,NHS Health Board,2016/17,30 to 34 yrs old,All,9
S08000026,Shetland,NHS Health Board,2016/17,35 to 39 yrs old,All,7
S08000026,Shetland,NHS Health Board,2016/17,40 to 44 yrs old,All,7
S08000026,Shetland,NHS Health Board,2016/17,45+ yrs old,All,5
S08000026,Shetland,NHS Health Board,2016/17,Unknown,All,0
S08000026,Shetland,NHS Health Board,2017/18,Under 20yrs old,All,0
S08000026,Shetland,NHS Health Board,2017/18,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2017/18,25 to 29 yrs old,All,11
S08000026,Shetland,NHS Health Board,2017/18,30 to 34 yrs old,All,5
S08000026,Shetland,NHS Health Board,2017/18,35 to 39 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2017/18,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2017/18,45+ yrs old,All,6
S08000026,Shetland,NHS Health Board,2017/18,Unknown,All,0
S08000026,Shetland,NHS Health Board,2018/19,Under 20yrs old,All,NA
S08000026,Shetland,NHS Health Board,2018/19,20 to 24 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2018/19,25 to 29 yrs old,All,9
S08000026,Shetland,NHS Health Board,2018/19,30 to 34 yrs old,All,6
S08000026,Shetland,NHS Health Board,2018/19,35 to 39 yrs old,All,6
S08000026,Shetland,NHS Health Board,2018/19,40 to 44 yrs old,All,NA
S08000026,Shetland,NHS Health Board,2018/19,45+ yrs old,All,NA
S08000026,Shetland,NHS Health Board,2018/19,Unknown,All,0
S08000030,Tayside,NHS Health Board,2006/07,Under 20yrs old,All,91
S08000030,Tayside,NHS Health Board,2006/07,20 to 24 yrs old,All,199
S08000030,Tayside,NHS Health Board,2006/07,25 to 29 yrs old,All,257
S08000030,Tayside,NHS Health Board,2006/07,30 to 34 yrs old,All,158
S08000030,Tayside,NHS Health Board,2006/07,35 to 39 yrs old,All,120
S08000030,Tayside,NHS Health Board,2006/07,40 to 44 yrs old,All,42
S08000030,Tayside,NHS Health Board,2006/07,45+ yrs old,All,40
S08000030,Tayside,NHS Health Board,2006/07,Unknown,All,0
S08000030,Tayside,NHS Health Board,2007/08,Under 20yrs old,All,140
S08000030,Tayside,NHS Health Board,2007/08,20 to 24 yrs old,All,314
S08000030,Tayside,NHS Health Board,2007/08,25 to 29 yrs old,All,304
S08000030,Tayside,NHS Health Board,2007/08,30 to 34 yrs old,All,228
S08000030,Tayside,NHS Health Board,2007/08,35 to 39 yrs old,All,185
S08000030,Tayside,NHS Health Board,2007/08,40 to 44 yrs old,All,76
S08000030,Tayside,NHS Health Board,2007/08,45+ yrs old,All,60
S08000030,Tayside,NHS Health Board,2007/08,Unknown,All,0
S08000030,Tayside,NHS Health Board,2008/09,Under 20yrs old,All,145
S08000030,Tayside,NHS Health Board,2008/09,20 to 24 yrs old,All,288
S08000030,Tayside,NHS Health Board,2008/09,25 to 29 yrs old,All,366
S08000030,Tayside,NHS Health Board,2008/09,30 to 34 yrs old,All,257
S08000030,Tayside,NHS Health Board,2008/09,35 to 39 yrs old,All,172
S08000030,Tayside,NHS Health Board,2008/09,40 to 44 yrs old,All,109
S08000030,Tayside,NHS Health Board,2008/09,45+ yrs old,All,73
S08000030,Tayside,NHS Health Board,2008/09,Unknown,All,0
S08000030,Tayside,NHS Health Board,2009/10,Under 20yrs old,All,103
S08000030,Tayside,NHS Health Board,2009/10,20 to 24 yrs old,All,208
S08000030,Tayside,NHS Health Board,2009/10,25 to 29 yrs old,All,228
S08000030,Tayside,NHS Health Board,2009/10,30 to 34 yrs old,All,187
S08000030,Tayside,NHS Health Board,2009/10,35 to 39 yrs old,All,115
S08000030,Tayside,NHS Health Board,2009/10,40 to 44 yrs old,All,68
S08000030,Tayside,NHS Health Board,2009/10,45+ yrs old,All,51
S08000030,Tayside,NHS Health Board,2009/10,Unknown,All,0
S08000030,Tayside,NHS Health Board,2010/11,Under 20yrs old,All,72
S08000030,Tayside,NHS Health Board,2010/11,20 to 24 yrs old,All,148
S08000030,Tayside,NHS Health Board,2010/11,25 to 29 yrs old,All,191
S08000030,Tayside,NHS Health Board,2010/11,30 to 34 yrs old,All,166
S08000030,Tayside,NHS Health Board,2010/11,35 to 39 yrs old,All,79
S08000030,Tayside,NHS Health Board,2010/11,40 to 44 yrs old,All,73
S08000030,Tayside,NHS Health Board,2010/11,45+ yrs old,All,56
S08000030,Tayside,NHS Health Board,2010/11,Unknown,All,0
S08000030,Tayside,NHS Health Board,2011/12,Under 20yrs old,All,70
S08000030,Tayside,NHS Health Board,2011/12,20 to 24 yrs old,All,127
S08000030,Tayside,NHS Health Board,2011/12,25 to 29 yrs old,All,177
S08000030,Tayside,NHS Health Board,2011/12,30 to 34 yrs old,All,188
S08000030,Tayside,NHS Health Board,2011/12,35 to 39 yrs old,All,97
S08000030,Tayside,NHS Health Board,2011/12,40 to 44 yrs old,All,86
S08000030,Tayside,NHS Health Board,2011/12,45+ yrs old,All,71
S08000030,Tayside,NHS Health Board,2011/12,Unknown,All,0
S08000030,Tayside,NHS Health Board,2012/13,Under 20yrs old,All,72
S08000030,Tayside,NHS Health Board,2012/13,20 to 24 yrs old,All,120
S08000030,Tayside,NHS Health Board,2012/13,25 to 29 yrs old,All,211
S08000030,Tayside,NHS Health Board,2012/13,30 to 34 yrs old,All,226
S08000030,Tayside,NHS Health Board,2012/13,35 to 39 yrs old,All,157
S08000030,Tayside,NHS Health Board,2012/13,40 to 44 yrs old,All,104
S08000030,Tayside,NHS Health Board,2012/13,45+ yrs old,All,83
S08000030,Tayside,NHS Health Board,2012/13,Unknown,All,1
S08000030,Tayside,NHS Health Board,2013/14,Under 20yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,20 to 24 yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,25 to 29 yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,30 to 34 yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,35 to 39 yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,40 to 44 yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,45+ yrs old,All,NA
S08000030,Tayside,NHS Health Board,2013/14,Unknown,All,NA
S08000030,Tayside,NHS Health Board,2014/15,Under 20yrs old,All,95
S08000030,Tayside,NHS Health Board,2014/15,20 to 24 yrs old,All,84
S08000030,Tayside,NHS Health Board,2014/15,25 to 29 yrs old,All,174
S08000030,Tayside,NHS Health Board,2014/15,30 to 34 yrs old,All,212
S08000030,Tayside,NHS Health Board,2014/15,35 to 39 yrs old,All,149
S08000030,Tayside,NHS Health Board,2014/15,40 to 44 yrs old,All,115
S08000030,Tayside,NHS Health Board,2014/15,45+ yrs old,All,98
S08000030,Tayside,NHS Health Board,2014/15,Unknown,All,0
S08000030,Tayside,NHS Health Board,2015/16,Under 20yrs old,All,91
S08000030,Tayside,NHS Health Board,2015/16,20 to 24 yrs old,All,85
S08000030,Tayside,NHS Health Board,2015/16,25 to 29 yrs old,All,132
S08000030,Tayside,NHS Health Board,2015/16,30 to 34 yrs old,All,207
S08000030,Tayside,NHS Health Board,2015/16,35 to 39 yrs old,All,145
S08000030,Tayside,NHS Health Board,2015/16,40 to 44 yrs old,All,97
S08000030,Tayside,NHS Health Board,2015/16,45+ yrs old,All,123
S08000030,Tayside,NHS Health Board,2015/16,Unknown,All,0
S08000030,Tayside,NHS Health Board,2016/17,Under 20yrs old,All,55
S08000030,Tayside,NHS Health Board,2016/17,20 to 24 yrs old,All,58
S08000030,Tayside,NHS Health Board,2016/17,25 to 29 yrs old,All,151
S08000030,Tayside,NHS Health Board,2016/17,30 to 34 yrs old,All,178
S08000030,Tayside,NHS Health Board,2016/17,35 to 39 yrs old,All,153
