feature_code,name,type,year,age,sex,number_assessed
S12000027,Shetland Islands,Local Authority,2016/17,Under 20yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2016/17,20 to 24 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2016/17,25 to 29 yrs old,All,7
S12000027,Shetland Islands,Local Authority,2016/17,30 to 34 yrs old,All,9
S12000027,Shetland Islands,Local Authority,2016/17,35 to 39 yrs old,All,7
S12000027,Shetland Islands,Local Authority,2016/17,40 to 44 yrs old,All,7
S12000027,Shetland Islands,Local Authority,2016/17,45+ yrs old,All,5
S12000027,Shetland Islands,Local Authority,2016/17,Unknown,All,0
S12000027,Shetland Islands,Local Authority,2017/18,Under 20yrs old,All,0
S12000027,Shetland Islands,Local Authority,2017/18,20 to 24 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2017/18,25 to 29 yrs old,All,11
S12000027,Shetland Islands,Local Authority,2017/18,30 to 34 yrs old,All,5
S12000027,Shetland Islands,Local Authority,2017/18,35 to 39 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2017/18,40 to 44 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2017/18,45+ yrs old,All,6
S12000027,Shetland Islands,Local Authority,2017/18,Unknown,All,0
S12000027,Shetland Islands,Local Authority,2018/19,Under 20yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2018/19,20 to 24 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2018/19,25 to 29 yrs old,All,9
S12000027,Shetland Islands,Local Authority,2018/19,30 to 34 yrs old,All,6
S12000027,Shetland Islands,Local Authority,2018/19,35 to 39 yrs old,All,6
S12000027,Shetland Islands,Local Authority,2018/19,40 to 44 yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2018/19,45+ yrs old,All,NA
S12000027,Shetland Islands,Local Authority,2018/19,Unknown,All,0
S12000030,Stirling,Local Authority,2006/07,Under 20yrs old,All,24
S12000030,Stirling,Local Authority,2006/07,20 to 24 yrs old,All,17
S12000030,Stirling,Local Authority,2006/07,25 to 29 yrs old,All,29
S12000030,Stirling,Local Authority,2006/07,30 to 34 yrs old,All,28
S12000030,Stirling,Local Authority,2006/07,35 to 39 yrs old,All,17
S12000030,Stirling,Local Authority,2006/07,40 to 44 yrs old,All,10
S12000030,Stirling,Local Authority,2006/07,45+ yrs old,All,10
S12000030,Stirling,Local Authority,2006/07,Unknown,All,0
S12000030,Stirling,Local Authority,2007/08,Under 20yrs old,All,17
S12000030,Stirling,Local Authority,2007/08,20 to 24 yrs old,All,19
S12000030,Stirling,Local Authority,2007/08,25 to 29 yrs old,All,42
S12000030,Stirling,Local Authority,2007/08,30 to 34 yrs old,All,30
S12000030,Stirling,Local Authority,2007/08,35 to 39 yrs old,All,19
S12000030,Stirling,Local Authority,2007/08,40 to 44 yrs old,All,13
S12000030,Stirling,Local Authority,2007/08,45+ yrs old,All,20
S12000030,Stirling,Local Authority,2007/08,Unknown,All,0
S12000030,Stirling,Local Authority,2008/09,Under 20yrs old,All,5
S12000030,Stirling,Local Authority,2008/09,20 to 24 yrs old,All,16
S12000030,Stirling,Local Authority,2008/09,25 to 29 yrs old,All,47
S12000030,Stirling,Local Authority,2008/09,30 to 34 yrs old,All,36
S12000030,Stirling,Local Authority,2008/09,35 to 39 yrs old,All,24
S12000030,Stirling,Local Authority,2008/09,40 to 44 yrs old,All,17
S12000030,Stirling,Local Authority,2008/09,45+ yrs old,All,11
S12000030,Stirling,Local Authority,2008/09,Unknown,All,0
S12000030,Stirling,Local Authority,2009/10,Under 20yrs old,All,13
S12000030,Stirling,Local Authority,2009/10,20 to 24 yrs old,All,19
S12000030,Stirling,Local Authority,2009/10,25 to 29 yrs old,All,32
S12000030,Stirling,Local Authority,2009/10,30 to 34 yrs old,All,34
S12000030,Stirling,Local Authority,2009/10,35 to 39 yrs old,All,32
S12000030,Stirling,Local Authority,2009/10,40 to 44 yrs old,All,17
S12000030,Stirling,Local Authority,2009/10,45+ yrs old,All,13
S12000030,Stirling,Local Authority,2009/10,Unknown,All,0
S12000030,Stirling,Local Authority,2010/11,Under 20yrs old,All,18
S12000030,Stirling,Local Authority,2010/11,20 to 24 yrs old,All,21
S12000030,Stirling,Local Authority,2010/11,25 to 29 yrs old,All,35
S12000030,Stirling,Local Authority,2010/11,30 to 34 yrs old,All,39
S12000030,Stirling,Local Authority,2010/11,35 to 39 yrs old,All,33
S12000030,Stirling,Local Authority,2010/11,40 to 44 yrs old,All,24
S12000030,Stirling,Local Authority,2010/11,45+ yrs old,All,17
S12000030,Stirling,Local Authority,2010/11,Unknown,All,0
S12000030,Stirling,Local Authority,2011/12,Under 20yrs old,All,23
S12000030,Stirling,Local Authority,2011/12,20 to 24 yrs old,All,22
S12000030,Stirling,Local Authority,2011/12,25 to 29 yrs old,All,31
S12000030,Stirling,Local Authority,2011/12,30 to 34 yrs old,All,33
S12000030,Stirling,Local Authority,2011/12,35 to 39 yrs old,All,25
S12000030,Stirling,Local Authority,2011/12,40 to 44 yrs old,All,21
S12000030,Stirling,Local Authority,2011/12,45+ yrs old,All,21
S12000030,Stirling,Local Authority,2011/12,Unknown,All,0
S12000030,Stirling,Local Authority,2012/13,Under 20yrs old,All,23
S12000030,Stirling,Local Authority,2012/13,20 to 24 yrs old,All,34
S12000030,Stirling,Local Authority,2012/13,25 to 29 yrs old,All,30
S12000030,Stirling,Local Authority,2012/13,30 to 34 yrs old,All,39
S12000030,Stirling,Local Authority,2012/13,35 to 39 yrs old,All,30
S12000030,Stirling,Local Authority,2012/13,40 to 44 yrs old,All,15
S12000030,Stirling,Local Authority,2012/13,45+ yrs old,All,20
S12000030,Stirling,Local Authority,2012/13,Unknown,All,0
S12000030,Stirling,Local Authority,2013/14,Under 20yrs old,All,15
S12000030,Stirling,Local Authority,2013/14,20 to 24 yrs old,All,23
S12000030,Stirling,Local Authority,2013/14,25 to 29 yrs old,All,44
S12000030,Stirling,Local Authority,2013/14,30 to 34 yrs old,All,29
S12000030,Stirling,Local Authority,2013/14,35 to 39 yrs old,All,30
S12000030,Stirling,Local Authority,2013/14,40 to 44 yrs old,All,17
S12000030,Stirling,Local Authority,2013/14,45+ yrs old,All,21
S12000030,Stirling,Local Authority,2013/14,Unknown,All,0
S12000030,Stirling,Local Authority,2014/15,Under 20yrs old,All,29
S12000030,Stirling,Local Authority,2014/15,20 to 24 yrs old,All,26
S12000030,Stirling,Local Authority,2014/15,25 to 29 yrs old,All,37
S12000030,Stirling,Local Authority,2014/15,30 to 34 yrs old,All,42
S12000030,Stirling,Local Authority,2014/15,35 to 39 yrs old,All,39
S12000030,Stirling,Local Authority,2014/15,40 to 44 yrs old,All,29
S12000030,Stirling,Local Authority,2014/15,45+ yrs old,All,30
S12000030,Stirling,Local Authority,2014/15,Unknown,All,0
S12000030,Stirling,Local Authority,2015/16,Under 20yrs old,All,26
S12000030,Stirling,Local Authority,2015/16,20 to 24 yrs old,All,26
S12000030,Stirling,Local Authority,2015/16,25 to 29 yrs old,All,32
S12000030,Stirling,Local Authority,2015/16,30 to 34 yrs old,All,31
S12000030,Stirling,Local Authority,2015/16,35 to 39 yrs old,All,38
S12000030,Stirling,Local Authority,2015/16,40 to 44 yrs old,All,16
S12000030,Stirling,Local Authority,2015/16,45+ yrs old,All,33
S12000030,Stirling,Local Authority,2015/16,Unknown,All,2
S12000030,Stirling,Local Authority,2016/17,Under 20yrs old,All,25
S12000030,Stirling,Local Authority,2016/17,20 to 24 yrs old,All,29
S12000030,Stirling,Local Authority,2016/17,25 to 29 yrs old,All,37
S12000030,Stirling,Local Authority,2016/17,30 to 34 yrs old,All,32
S12000030,Stirling,Local Authority,2016/17,35 to 39 yrs old,All,23
S12000030,Stirling,Local Authority,2016/17,40 to 44 yrs old,All,11
S12000030,Stirling,Local Authority,2016/17,45+ yrs old,All,25
S12000030,Stirling,Local Authority,2016/17,Unknown,All,0
S12000030,Stirling,Local Authority,2017/18,Under 20yrs old,All,24
S12000030,Stirling,Local Authority,2017/18,20 to 24 yrs old,All,25
S12000030,Stirling,Local Authority,2017/18,25 to 29 yrs old,All,30
S12000030,Stirling,Local Authority,2017/18,30 to 34 yrs old,All,17
S12000030,Stirling,Local Authority,2017/18,35 to 39 yrs old,All,29
S12000030,Stirling,Local Authority,2017/18,40 to 44 yrs old,All,21
S12000030,Stirling,Local Authority,2017/18,45+ yrs old,All,21
S12000030,Stirling,Local Authority,2017/18,Unknown,All,0
S12000030,Stirling,Local Authority,2018/19,Under 20yrs old,All,12
S12000030,Stirling,Local Authority,2018/19,20 to 24 yrs old,All,32
S12000030,Stirling,Local Authority,2018/19,25 to 29 yrs old,All,31
S12000030,Stirling,Local Authority,2018/19,30 to 34 yrs old,All,42
S12000030,Stirling,Local Authority,2018/19,35 to 39 yrs old,All,27
S12000030,Stirling,Local Authority,2018/19,40 to 44 yrs old,All,25
S12000030,Stirling,Local Authority,2018/19,45+ yrs old,All,27
S12000030,Stirling,Local Authority,2018/19,Unknown,All,0
S92000003,Scotland,Scotland,2006/07,All,Male,8675
S92000003,Scotland,Scotland,2006/07,All,Female,3511
S92000003,Scotland,Scotland,2007/08,All,Male,9072
S92000003,Scotland,Scotland,2007/08,All,Female,3859
S92000003,Scotland,Scotland,2008/09,All,Male,8544
S92000003,Scotland,Scotland,2008/09,All,Female,3573
S92000003,Scotland,Scotland,2009/10,All,Male,7804
S92000003,Scotland,Scotland,2009/10,All,Female,3513
S92000003,Scotland,Scotland,2010/11,All,Male,8031
S92000003,Scotland,Scotland,2010/11,All,Female,3396
S92000003,Scotland,Scotland,2011/12,All,Male,8028
S92000003,Scotland,Scotland,2011/12,All,Female,3307
S92000003,Scotland,Scotland,2012/13,All,Male,8089
S92000003,Scotland,Scotland,2012/13,All,Female,3583
S92000003,Scotland,Scotland,2013/14,All,Male,NA
S92000003,Scotland,Scotland,2013/14,All,Female,NA
S92000003,Scotland,Scotland,2014/15,All,Male,8904
S92000003,Scotland,Scotland,2014/15,All,Female,3620
S92000003,Scotland,Scotland,2015/16,All,Male,8668
S92000003,Scotland,Scotland,2015/16,All,Female,3472
S92000003,Scotland,Scotland,2016/17,All,Male,8604
S92000003,Scotland,Scotland,2016/17,All,Female,3292
S92000003,Scotland,Scotland,2017/18,All,Male,7939
S92000003,Scotland,Scotland,2017/18,All,Female,3092
S92000003,Scotland,Scotland,2018/19,All,Male,7899
S92000003,Scotland,Scotland,2018/19,All,Female,2858
S12000033,Aberdeen City,Local Authority,2006/07,All,Male,267
S12000033,Aberdeen City,Local Authority,2006/07,All,Female,145
S12000033,Aberdeen City,Local Authority,2007/08,All,Male,464
S12000033,Aberdeen City,Local Authority,2007/08,All,Female,212
S12000033,Aberdeen City,Local Authority,2008/09,All,Male,360
S12000033,Aberdeen City,Local Authority,2008/09,All,Female,195
S12000033,Aberdeen City,Local Authority,2009/10,All,Male,358
S12000033,Aberdeen City,Local Authority,2009/10,All,Female,166
S12000033,Aberdeen City,Local Authority,2010/11,All,Male,340
S12000033,Aberdeen City,Local Authority,2010/11,All,Female,171
S12000033,Aberdeen City,Local Authority,2011/12,All,Male,327
S12000033,Aberdeen City,Local Authority,2011/12,All,Female,173
S12000033,Aberdeen City,Local Authority,2012/13,All,Male,432
S12000033,Aberdeen City,Local Authority,2012/13,All,Female,208
S12000033,Aberdeen City,Local Authority,2013/14,All,Male,495
S12000033,Aberdeen City,Local Authority,2013/14,All,Female,228
S12000033,Aberdeen City,Local Authority,2014/15,All,Male,527
S12000033,Aberdeen City,Local Authority,2014/15,All,Female,209
S12000033,Aberdeen City,Local Authority,2015/16,All,Male,631
S12000033,Aberdeen City,Local Authority,2015/16,All,Female,234
S12000033,Aberdeen City,Local Authority,2016/17,All,Male,478
S12000033,Aberdeen City,Local Authority,2016/17,All,Female,199
S12000033,Aberdeen City,Local Authority,2017/18,All,Male,533
S12000033,Aberdeen City,Local Authority,2017/18,All,Female,197
S12000033,Aberdeen City,Local Authority,2018/19,All,Male,468
S12000033,Aberdeen City,Local Authority,2018/19,All,Female,156
S12000034,Aberdeenshire,Local Authority,2006/07,All,Male,247
S12000034,Aberdeenshire,Local Authority,2006/07,All,Female,107
S12000034,Aberdeenshire,Local Authority,2007/08,All,Male,202
S12000034,Aberdeenshire,Local Authority,2007/08,All,Female,101
S12000034,Aberdeenshire,Local Authority,2008/09,All,Male,196
S12000034,Aberdeenshire,Local Authority,2008/09,All,Female,100
S12000034,Aberdeenshire,Local Authority,2009/10,All,Male,183
S12000034,Aberdeenshire,Local Authority,2009/10,All,Female,100
S12000034,Aberdeenshire,Local Authority,2010/11,All,Male,261
S12000034,Aberdeenshire,Local Authority,2010/11,All,Female,111
S12000034,Aberdeenshire,Local Authority,2011/12,All,Male,285
S12000034,Aberdeenshire,Local Authority,2011/12,All,Female,114
S12000034,Aberdeenshire,Local Authority,2012/13,All,Male,249
S12000034,Aberdeenshire,Local Authority,2012/13,All,Female,96
S12000034,Aberdeenshire,Local Authority,2013/14,All,Male,225
S12000034,Aberdeenshire,Local Authority,2013/14,All,Female,103
S12000034,Aberdeenshire,Local Authority,2014/15,All,Male,239
S12000034,Aberdeenshire,Local Authority,2014/15,All,Female,107
S12000034,Aberdeenshire,Local Authority,2015/16,All,Male,243
S12000034,Aberdeenshire,Local Authority,2015/16,All,Female,84
S12000034,Aberdeenshire,Local Authority,2016/17,All,Male,430
S12000034,Aberdeenshire,Local Authority,2016/17,All,Female,142
S12000034,Aberdeenshire,Local Authority,2017/18,All,Male,369
S12000034,Aberdeenshire,Local Authority,2017/18,All,Female,117
S12000034,Aberdeenshire,Local Authority,2018/19,All,Male,406
S12000034,Aberdeenshire,Local Authority,2018/19,All,Female,139
S12000041,Angus,Local Authority,2006/07,All,Male,125
S12000041,Angus,Local Authority,2006/07,All,Female,52
S12000041,Angus,Local Authority,2007/08,All,Male,224
S12000041,Angus,Local Authority,2007/08,All,Female,93
S12000041,Angus,Local Authority,2008/09,All,Male,175
S12000041,Angus,Local Authority,2008/09,All,Female,89
S12000041,Angus,Local Authority,2009/10,All,Male,104
S12000041,Angus,Local Authority,2009/10,All,Female,59
S12000041,Angus,Local Authority,2010/11,All,Male,91
S12000041,Angus,Local Authority,2010/11,All,Female,53
S12000041,Angus,Local Authority,2011/12,All,Male,101
S12000041,Angus,Local Authority,2011/12,All,Female,43
S12000041,Angus,Local Authority,2012/13,All,Male,131
S12000041,Angus,Local Authority,2012/13,All,Female,59
S12000041,Angus,Local Authority,2013/14,All,Male,NA
S12000041,Angus,Local Authority,2013/14,All,Female,NA
S12000041,Angus,Local Authority,2014/15,All,Male,127
S12000041,Angus,Local Authority,2014/15,All,Female,66
S12000041,Angus,Local Authority,2015/16,All,Male,131
S12000041,Angus,Local Authority,2015/16,All,Female,53
S12000041,Angus,Local Authority,2016/17,All,Male,86
S12000041,Angus,Local Authority,2016/17,All,Female,43
S12000041,Angus,Local Authority,2017/18,All,Male,63
S12000041,Angus,Local Authority,2017/18,All,Female,14
S12000041,Angus,Local Authority,2018/19,All,Male,60
S12000041,Angus,Local Authority,2018/19,All,Female,11
S12000035,Argyll and Bute,Local Authority,2006/07,All,Male,102
S12000035,Argyll and Bute,Local Authority,2006/07,All,Female,46
S12000035,Argyll and Bute,Local Authority,2007/08,All,Male,114
S12000035,Argyll and Bute,Local Authority,2007/08,All,Female,45
S12000035,Argyll and Bute,Local Authority,2008/09,All,Male,110
S12000035,Argyll and Bute,Local Authority,2008/09,All,Female,48
S12000035,Argyll and Bute,Local Authority,2009/10,All,Male,101
S12000035,Argyll and Bute,Local Authority,2009/10,All,Female,34
S12000035,Argyll and Bute,Local Authority,2010/11,All,Male,73
S12000035,Argyll and Bute,Local Authority,2010/11,All,Female,15
S12000035,Argyll and Bute,Local Authority,2011/12,All,Male,59
S12000035,Argyll and Bute,Local Authority,2011/12,All,Female,19
S12000035,Argyll and Bute,Local Authority,2012/13,All,Male,43
S12000035,Argyll and Bute,Local Authority,2012/13,All,Female,12
S12000035,Argyll and Bute,Local Authority,2013/14,All,Male,63
S12000035,Argyll and Bute,Local Authority,2013/14,All,Female,16
S12000035,Argyll and Bute,Local Authority,2014/15,All,Male,57
S12000035,Argyll and Bute,Local Authority,2014/15,All,Female,17
S12000035,Argyll and Bute,Local Authority,2015/16,All,Male,36
S12000035,Argyll and Bute,Local Authority,2015/16,All,Female,17
S12000035,Argyll and Bute,Local Authority,2016/17,All,Male,NA
S12000035,Argyll and Bute,Local Authority,2016/17,All,Female,NA
S12000035,Argyll and Bute,Local Authority,2017/18,All,Male,53
S12000035,Argyll and Bute,Local Authority,2017/18,All,Female,21
S12000035,Argyll and Bute,Local Authority,2018/19,All,Male,36
S12000035,Argyll and Bute,Local Authority,2018/19,All,Female,8
S12000008,East Ayrshire,Local Authority,2006/07,All,Male,345
S12000008,East Ayrshire,Local Authority,2006/07,All,Female,121
S12000008,East Ayrshire,Local Authority,2007/08,All,Male,269
S12000008,East Ayrshire,Local Authority,2007/08,All,Female,116
S12000008,East Ayrshire,Local Authority,2008/09,All,Male,363
S12000008,East Ayrshire,Local Authority,2008/09,All,Female,100
S12000008,East Ayrshire,Local Authority,2009/10,All,Male,297
S12000008,East Ayrshire,Local Authority,2009/10,All,Female,167
S12000008,East Ayrshire,Local Authority,2010/11,All,Male,281
S12000008,East Ayrshire,Local Authority,2010/11,All,Female,176
S12000008,East Ayrshire,Local Authority,2011/12,All,Male,295
S12000008,East Ayrshire,Local Authority,2011/12,All,Female,157
S12000008,East Ayrshire,Local Authority,2012/13,All,Male,225
S12000008,East Ayrshire,Local Authority,2012/13,All,Female,144
S12000008,East Ayrshire,Local Authority,2013/14,All,Male,341
S12000008,East Ayrshire,Local Authority,2013/14,All,Female,170
S12000008,East Ayrshire,Local Authority,2014/15,All,Male,336
S12000008,East Ayrshire,Local Authority,2014/15,All,Female,155
S12000008,East Ayrshire,Local Authority,2015/16,All,Male,292
S12000008,East Ayrshire,Local Authority,2015/16,All,Female,159
S12000008,East Ayrshire,Local Authority,2016/17,All,Male,257
S12000008,East Ayrshire,Local Authority,2016/17,All,Female,115
S12000008,East Ayrshire,Local Authority,2017/18,All,Male,204
S12000008,East Ayrshire,Local Authority,2017/18,All,Female,90
S12000008,East Ayrshire,Local Authority,2018/19,All,Male,272
S12000008,East Ayrshire,Local Authority,2018/19,All,Female,102
S12000021,North Ayrshire,Local Authority,2006/07,All,Male,447
S12000021,North Ayrshire,Local Authority,2006/07,All,Female,19
S12000021,North Ayrshire,Local Authority,2007/08,All,Male,319
S12000021,North Ayrshire,Local Authority,2007/08,All,Female,23
S12000021,North Ayrshire,Local Authority,2008/09,All,Male,410
S12000021,North Ayrshire,Local Authority,2008/09,All,Female,39
S12000021,North Ayrshire,Local Authority,2009/10,All,Male,482
S12000021,North Ayrshire,Local Authority,2009/10,All,Female,199
S12000021,North Ayrshire,Local Authority,2010/11,All,Male,378
S12000021,North Ayrshire,Local Authority,2010/11,All,Female,242
S12000021,North Ayrshire,Local Authority,2011/12,All,Male,283
S12000021,North Ayrshire,Local Authority,2011/12,All,Female,158
S12000021,North Ayrshire,Local Authority,2012/13,All,Male,306
S12000021,North Ayrshire,Local Authority,2012/13,All,Female,140
S12000021,North Ayrshire,Local Authority,2013/14,All,Male,390
S12000021,North Ayrshire,Local Authority,2013/14,All,Female,149
S12000021,North Ayrshire,Local Authority,2014/15,All,Male,317
S12000021,North Ayrshire,Local Authority,2014/15,All,Female,138
S12000021,North Ayrshire,Local Authority,2015/16,All,Male,334
S12000021,North Ayrshire,Local Authority,2015/16,All,Female,157
S12000021,North Ayrshire,Local Authority,2016/17,All,Male,277
S12000021,North Ayrshire,Local Authority,2016/17,All,Female,123
S12000021,North Ayrshire,Local Authority,2017/18,All,Male,229
S12000021,North Ayrshire,Local Authority,2017/18,All,Female,121
S12000021,North Ayrshire,Local Authority,2018/19,All,Male,297
S12000021,North Ayrshire,Local Authority,2018/19,All,Female,115
S12000028,South Ayrshire,Local Authority,2006/07,All,Male,177
S12000028,South Ayrshire,Local Authority,2006/07,All,Female,42
S12000028,South Ayrshire,Local Authority,2007/08,All,Male,162
S12000028,South Ayrshire,Local Authority,2007/08,All,Female,73
S12000028,South Ayrshire,Local Authority,2008/09,All,Male,154
S12000028,South Ayrshire,Local Authority,2008/09,All,Female,36
S12000028,South Ayrshire,Local Authority,2009/10,All,Male,160
S12000028,South Ayrshire,Local Authority,2009/10,All,Female,87
S12000028,South Ayrshire,Local Authority,2010/11,All,Male,163
S12000028,South Ayrshire,Local Authority,2010/11,All,Female,91
S12000028,South Ayrshire,Local Authority,2011/12,All,Male,189
S12000028,South Ayrshire,Local Authority,2011/12,All,Female,91
S12000028,South Ayrshire,Local Authority,2012/13,All,Male,176
S12000028,South Ayrshire,Local Authority,2012/13,All,Female,93
S12000028,South Ayrshire,Local Authority,2013/14,All,Male,233
S12000028,South Ayrshire,Local Authority,2013/14,All,Female,87
S12000028,South Ayrshire,Local Authority,2014/15,All,Male,204
S12000028,South Ayrshire,Local Authority,2014/15,All,Female,83
S12000028,South Ayrshire,Local Authority,2015/16,All,Male,165
S12000028,South Ayrshire,Local Authority,2015/16,All,Female,71
S12000028,South Ayrshire,Local Authority,2016/17,All,Male,145
S12000028,South Ayrshire,Local Authority,2016/17,All,Female,79
S12000028,South Ayrshire,Local Authority,2017/18,All,Male,182
S12000028,South Ayrshire,Local Authority,2017/18,All,Female,85
S12000028,South Ayrshire,Local Authority,2018/19,All,Male,173
S12000028,South Ayrshire,Local Authority,2018/19,All,Female,83
S12000026,Scottish Borders,Local Authority,2006/07,All,Male,91
S12000026,Scottish Borders,Local Authority,2006/07,All,Female,37
S12000026,Scottish Borders,Local Authority,2007/08,All,Male,133
S12000026,Scottish Borders,Local Authority,2007/08,All,Female,52
S12000026,Scottish Borders,Local Authority,2008/09,All,Male,136
S12000026,Scottish Borders,Local Authority,2008/09,All,Female,46
S12000026,Scottish Borders,Local Authority,2009/10,All,Male,137
S12000026,Scottish Borders,Local Authority,2009/10,All,Female,55
S12000026,Scottish Borders,Local Authority,2010/11,All,Male,134
S12000026,Scottish Borders,Local Authority,2010/11,All,Female,56
S12000026,Scottish Borders,Local Authority,2011/12,All,Male,151
S12000026,Scottish Borders,Local Authority,2011/12,All,Female,69
S12000026,Scottish Borders,Local Authority,2012/13,All,Male,118
S12000026,Scottish Borders,Local Authority,2012/13,All,Female,47
S12000026,Scottish Borders,Local Authority,2013/14,All,Male,135
S12000026,Scottish Borders,Local Authority,2013/14,All,Female,50
S12000026,Scottish Borders,Local Authority,2014/15,All,Male,104
S12000026,Scottish Borders,Local Authority,2014/15,All,Female,38
S12000026,Scottish Borders,Local Authority,2015/16,All,Male,110
S12000026,Scottish Borders,Local Authority,2015/16,All,Female,42
S12000026,Scottish Borders,Local Authority,2016/17,All,Male,149
S12000026,Scottish Borders,Local Authority,2016/17,All,Female,66
S12000026,Scottish Borders,Local Authority,2017/18,All,Male,109
S12000026,Scottish Borders,Local Authority,2017/18,All,Female,47
S12000026,Scottish Borders,Local Authority,2018/19,All,Male,138
S12000026,Scottish Borders,Local Authority,2018/19,All,Female,49
S12000005,Clackmannanshire,Local Authority,2006/07,All,Male,97
S12000005,Clackmannanshire,Local Authority,2006/07,All,Female,33
S12000005,Clackmannanshire,Local Authority,2007/08,All,Male,84
S12000005,Clackmannanshire,Local Authority,2007/08,All,Female,32
S12000005,Clackmannanshire,Local Authority,2008/09,All,Male,83
S12000005,Clackmannanshire,Local Authority,2008/09,All,Female,46
S12000005,Clackmannanshire,Local Authority,2009/10,All,Male,81
S12000005,Clackmannanshire,Local Authority,2009/10,All,Female,45
S12000005,Clackmannanshire,Local Authority,2010/11,All,Male,95
S12000005,Clackmannanshire,Local Authority,2010/11,All,Female,67
S12000005,Clackmannanshire,Local Authority,2011/12,All,Male,86
S12000005,Clackmannanshire,Local Authority,2011/12,All,Female,50
S12000005,Clackmannanshire,Local Authority,2012/13,All,Male,94
S12000005,Clackmannanshire,Local Authority,2012/13,All,Female,47
S12000005,Clackmannanshire,Local Authority,2013/14,All,Male,100
S12000005,Clackmannanshire,Local Authority,2013/14,All,Female,44
S12000005,Clackmannanshire,Local Authority,2014/15,All,Male,120
S12000005,Clackmannanshire,Local Authority,2014/15,All,Female,44
S12000005,Clackmannanshire,Local Authority,2015/16,All,Male,113
S12000005,Clackmannanshire,Local Authority,2015/16,All,Female,41
S12000005,Clackmannanshire,Local Authority,2016/17,All,Male,107
S12000005,Clackmannanshire,Local Authority,2016/17,All,Female,34
S12000005,Clackmannanshire,Local Authority,2017/18,All,Male,111
S12000005,Clackmannanshire,Local Authority,2017/18,All,Female,47
S12000005,Clackmannanshire,Local Authority,2018/19,All,Male,127
S12000005,Clackmannanshire,Local Authority,2018/19,All,Female,47
S12000006,Dumfries and Galloway,Local Authority,2006/07,All,Male,223
S12000006,Dumfries and Galloway,Local Authority,2006/07,All,Female,95
S12000006,Dumfries and Galloway,Local Authority,2007/08,All,Male,146
S12000006,Dumfries and Galloway,Local Authority,2007/08,All,Female,57
S12000006,Dumfries and Galloway,Local Authority,2008/09,All,Male,147
S12000006,Dumfries and Galloway,Local Authority,2008/09,All,Female,59
S12000006,Dumfries and Galloway,Local Authority,2009/10,All,Male,146
S12000006,Dumfries and Galloway,Local Authority,2009/10,All,Female,65
S12000006,Dumfries and Galloway,Local Authority,2010/11,All,Male,217
S12000006,Dumfries and Galloway,Local Authority,2010/11,All,Female,52
S12000006,Dumfries and Galloway,Local Authority,2011/12,All,Male,203
S12000006,Dumfries and Galloway,Local Authority,2011/12,All,Female,61
S12000006,Dumfries and Galloway,Local Authority,2012/13,All,Male,244
S12000006,Dumfries and Galloway,Local Authority,2012/13,All,Female,78
S12000006,Dumfries and Galloway,Local Authority,2013/14,All,Male,270
S12000006,Dumfries and Galloway,Local Authority,2013/14,All,Female,108
S12000006,Dumfries and Galloway,Local Authority,2014/15,All,Male,259
S12000006,Dumfries and Galloway,Local Authority,2014/15,All,Female,95
S12000006,Dumfries and Galloway,Local Authority,2015/16,All,Male,231
S12000006,Dumfries and Galloway,Local Authority,2015/16,All,Female,121
S12000006,Dumfries and Galloway,Local Authority,2016/17,All,Male,233
S12000006,Dumfries and Galloway,Local Authority,2016/17,All,Female,98
S12000006,Dumfries and Galloway,Local Authority,2017/18,All,Male,232
S12000006,Dumfries and Galloway,Local Authority,2017/18,All,Female,95
S12000006,Dumfries and Galloway,Local Authority,2018/19,All,Male,231
S12000006,Dumfries and Galloway,Local Authority,2018/19,All,Female,93
S12000045,East Dunbartonshire,Local Authority,2006/07,All,Male,44
S12000045,East Dunbartonshire,Local Authority,2006/07,All,Female,23
S12000045,East Dunbartonshire,Local Authority,2007/08,All,Male,77
S12000045,East Dunbartonshire,Local Authority,2007/08,All,Female,19
S12000045,East Dunbartonshire,Local Authority,2008/09,All,Male,92
S12000045,East Dunbartonshire,Local Authority,2008/09,All,Female,22
S12000045,East Dunbartonshire,Local Authority,2009/10,All,Male,58
S12000045,East Dunbartonshire,Local Authority,2009/10,All,Female,10
S12000045,East Dunbartonshire,Local Authority,2010/11,All,Male,36
S12000045,East Dunbartonshire,Local Authority,2010/11,All,Female,18
S12000045,East Dunbartonshire,Local Authority,2011/12,All,Male,78
S12000045,East Dunbartonshire,Local Authority,2011/12,All,Female,37
S12000045,East Dunbartonshire,Local Authority,2012/13,All,Male,98
S12000045,East Dunbartonshire,Local Authority,2012/13,All,Female,34
S12000045,East Dunbartonshire,Local Authority,2013/14,All,Male,66
S12000045,East Dunbartonshire,Local Authority,2013/14,All,Female,34
S12000045,East Dunbartonshire,Local Authority,2014/15,All,Male,68
S12000045,East Dunbartonshire,Local Authority,2014/15,All,Female,16
