_id,FinancialYear,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
720,2006/07,S08000019,"",40 to 44 yrs old,"",All,d,42,"",7.39437,""
721,2006/07,S08000019,"",45+ yrs old,"",All,d,26,"",4.57746,""
722,2006/07,S08000019,"",Unknown,"",All,d,0,"",0,""
723,2007/08,S08000019,"",Under 20yrs old,"",All,d,39,"",7.19557,""
724,2007/08,S08000019,"",20 to 24 yrs old,"",All,d,80,"",14.76015,""
725,2007/08,S08000019,"",25 to 29 yrs old,"",All,d,138,"",25.46125,""
726,2007/08,S08000019,"",30 to 34 yrs old,"",All,d,118,"",21.77122,""
727,2007/08,S08000019,"",35 to 39 yrs old,"",All,d,86,"",15.86716,""
728,2007/08,S08000019,"",40 to 44 yrs old,"",All,d,45,"",8.30258,""
729,2007/08,S08000019,"",45+ yrs old,"",All,d,36,"",6.64207,""
730,2007/08,S08000019,"",Unknown,"",All,d,0,"",0,""
731,2008/09,S08000019,"",Under 20yrs old,"",All,d,23,"",4.02098,""
732,2008/09,S08000019,"",20 to 24 yrs old,"",All,d,78,"",13.63636,""
733,2008/09,S08000019,"",25 to 29 yrs old,"",All,d,147,"",25.6993,""
734,2008/09,S08000019,"",30 to 34 yrs old,"",All,d,127,"",22.2028,""
735,2008/09,S08000019,"",35 to 39 yrs old,"",All,d,94,"",16.43357,""
736,2008/09,S08000019,"",40 to 44 yrs old,"",All,d,67,"",11.71329,""
737,2008/09,S08000019,"",45+ yrs old,"",All,d,36,"",6.29371,""
738,2008/09,S08000019,"",Unknown,"",All,d,0,"",0,""
739,2009/10,S08000019,"",Under 20yrs old,"",All,d,48,"",8.74317,""
740,2009/10,S08000019,"",20 to 24 yrs old,"",All,d,83,"",15.1184,""
741,2009/10,S08000019,"",25 to 29 yrs old,"",All,d,110,"",20.03643,""
742,2009/10,S08000019,"",30 to 34 yrs old,"",All,d,122,"",22.22222,""
743,2009/10,S08000019,"",35 to 39 yrs old,"",All,d,81,"",14.7541,""
744,2009/10,S08000019,"",40 to 44 yrs old,"",All,d,66,"",12.02186,""
745,2009/10,S08000019,"",45+ yrs old,"",All,d,39,"",7.10383,""
746,2009/10,S08000019,"",Unknown,"",All,d,0,"",0,""
747,2010/11,S08000019,"",Under 20yrs old,"",All,d,63,"",10.2107,""
748,2010/11,S08000019,"",20 to 24 yrs old,"",All,d,72,"",11.66937,""
749,2010/11,S08000019,"",25 to 29 yrs old,"",All,d,114,"",18.4765,""
750,2010/11,S08000019,"",30 to 34 yrs old,"",All,d,149,"",24.14911,""
751,2010/11,S08000019,"",35 to 39 yrs old,"",All,d,107,"",17.34198,""
752,2010/11,S08000019,"",40 to 44 yrs old,"",All,d,70,"",11.34522,""
753,2010/11,S08000019,"",45+ yrs old,"",All,d,42,"",6.80713,""
754,2010/11,S08000019,"",Unknown,"",All,d,0,"",0,""
755,2011/12,S08000019,"",Under 20yrs old,"",All,d,81,"",13.84615,""
756,2011/12,S08000019,"",20 to 24 yrs old,"",All,d,64,"",10.94017,""
757,2011/12,S08000019,"",25 to 29 yrs old,"",All,d,105,"",17.94872,""
758,2011/12,S08000019,"",30 to 34 yrs old,"",All,d,120,"",20.51282,""
759,2011/12,S08000019,"",35 to 39 yrs old,"",All,d,90,"",15.38462,""
760,2011/12,S08000019,"",40 to 44 yrs old,"",All,d,74,"",12.64957,""
761,2011/12,S08000019,"",45+ yrs old,"",All,d,51,"",8.71795,""
762,2011/12,S08000019,"",Unknown,"",All,d,0,"",0,""
763,2012/13,S08000019,"",Under 20yrs old,"",All,d,75,"",12.23491,""
764,2012/13,S08000019,"",20 to 24 yrs old,"",All,d,88,"",14.35563,""
765,2012/13,S08000019,"",25 to 29 yrs old,"",All,d,100,"",16.31321,""
766,2012/13,S08000019,"",30 to 34 yrs old,"",All,d,127,"",20.71778,""
767,2012/13,S08000019,"",35 to 39 yrs old,"",All,d,96,"",15.66069,""
768,2012/13,S08000019,"",40 to 44 yrs old,"",All,d,64,"",10.44046,""
769,2012/13,S08000019,"",45+ yrs old,"",All,d,63,"",10.27732,""
770,2012/13,S08000019,"",Unknown,"",All,d,0,"",0,""
771,2013/14,S08000019,"",Under 20yrs old,"",All,d,67,"",9.59885,""
772,2013/14,S08000019,"",20 to 24 yrs old,"",All,d,73,"",10.45845,""
773,2013/14,S08000019,"",25 to 29 yrs old,"",All,d,126,"",18.05158,""
774,2013/14,S08000019,"",30 to 34 yrs old,"",All,d,125,"",17.90831,""
775,2013/14,S08000019,"",35 to 39 yrs old,"",All,d,122,"",17.47851,""
776,2013/14,S08000019,"",40 to 44 yrs old,"",All,d,86,"",12.32092,""
777,2013/14,S08000019,"",45+ yrs old,"",All,d,98,"",14.04011,""
778,2013/14,S08000019,"",Unknown,"",All,d,1,"",0.14327,""
779,2014/15,S08000019,"",Under 20yrs old,"",All,d,64,"",7.98005,""
780,2014/15,S08000019,"",20 to 24 yrs old,"",All,d,72,"",8.97756,""
781,2014/15,S08000019,"",25 to 29 yrs old,"",All,d,126,"",15.71072,""
782,2014/15,S08000019,"",30 to 34 yrs old,"",All,d,152,"",18.95262,""
783,2014/15,S08000019,"",35 to 39 yrs old,"",All,d,145,"",18.0798,""
784,2014/15,S08000019,"",40 to 44 yrs old,"",All,d,115,"",14.33915,""
785,2014/15,S08000019,"",45+ yrs old,"",All,d,128,"",15.9601,""
786,2014/15,S08000019,"",Unknown,"",All,d,0,"",0,""
787,2015/16,S08000019,"",Under 20yrs old,"",All,d,78,"",11.47059,""
788,2015/16,S08000019,"",20 to 24 yrs old,"",All,d,89,"",13.08824,""
789,2015/16,S08000019,"",25 to 29 yrs old,"",All,d,116,"",17.05882,""
790,2015/16,S08000019,"",30 to 34 yrs old,"",All,d,115,"",16.91176,""
791,2015/16,S08000019,"",35 to 39 yrs old,"",All,d,122,"",17.94118,""
792,2015/16,S08000019,"",40 to 44 yrs old,"",All,d,69,"",10.14706,""
793,2015/16,S08000019,"",45+ yrs old,"",All,d,89,"",13.08824,""
794,2015/16,S08000019,"",Unknown,"",All,d,2,"",0.29412,""
795,2016/17,S08000019,"",Under 20yrs old,"",All,d,71,"",11.52597,""
796,2016/17,S08000019,"",20 to 24 yrs old,"",All,d,69,"",11.2013,""
797,2016/17,S08000019,"",25 to 29 yrs old,"",All,d,107,"",17.37013,""
798,2016/17,S08000019,"",30 to 34 yrs old,"",All,d,126,"",20.45455,""
799,2016/17,S08000019,"",35 to 39 yrs old,"",All,d,79,"",12.82468,""
800,2016/17,S08000019,"",40 to 44 yrs old,"",All,d,67,"",10.87662,""
801,2016/17,S08000019,"",45+ yrs old,"",All,d,96,"",15.58442,""
802,2016/17,S08000019,"",Unknown,"",All,d,1,"",0.16234,""
803,2017/18,S08000019,"",Under 20yrs old,"",All,d,79,"",11.44928,""
804,2017/18,S08000019,"",20 to 24 yrs old,"",All,d,95,"",13.76812,""
805,2017/18,S08000019,"",25 to 29 yrs old,"",All,d,115,"",16.66667,""
806,2017/18,S08000019,"",30 to 34 yrs old,"",All,d,111,"",16.08696,""
807,2017/18,S08000019,"",35 to 39 yrs old,"",All,d,105,"",15.21739,""
808,2017/18,S08000019,"",40 to 44 yrs old,"",All,d,76,"",11.01449,""
809,2017/18,S08000019,"",45+ yrs old,"",All,d,108,"",15.65217,""
810,2017/18,S08000019,"",Unknown,"",All,d,1,"",0.14493,""
811,2018/19,S08000019,"",Under 20yrs old,"",All,d,50,"",6.71141,""
812,2018/19,S08000019,"",20 to 24 yrs old,"",All,d,100,"",13.42282,""
813,2018/19,S08000019,"",25 to 29 yrs old,"",All,d,139,"",18.65772,""
814,2018/19,S08000019,"",30 to 34 yrs old,"",All,d,156,"",20.9396,""
815,2018/19,S08000019,"",35 to 39 yrs old,"",All,d,92,"",12.34899,""
816,2018/19,S08000019,"",40 to 44 yrs old,"",All,d,88,"",11.81208,""
817,2018/19,S08000019,"",45+ yrs old,"",All,d,119,"",15.97315,""
818,2018/19,S08000019,"",Unknown,"",All,d,1,"",0.13423,""
819,2006/07,S08000020,"",Under 20yrs old,"",All,d,54,"",6.11552,""
820,2006/07,S08000020,"",20 to 24 yrs old,"",All,d,177,"",20.0453,""
821,2006/07,S08000020,"",25 to 29 yrs old,"",All,d,253,"",28.65232,""
822,2006/07,S08000020,"",30 to 34 yrs old,"",All,d,217,"",24.57531,""
823,2006/07,S08000020,"",35 to 39 yrs old,"",All,d,95,"",10.75878,""
824,2006/07,S08000020,"",40 to 44 yrs old,"",All,d,52,"",5.88901,""
825,2006/07,S08000020,"",45+ yrs old,"",All,d,35,"",3.96376,""
826,2006/07,S08000020,"",Unknown,"",All,d,0,"",0,""
827,2007/08,S08000020,"",Under 20yrs old,"",All,d,68,"",6.34921,""
828,2007/08,S08000020,"",20 to 24 yrs old,"",All,d,201,"",18.76751,""
829,2007/08,S08000020,"",25 to 29 yrs old,"",All,d,302,"",28.19795,""
830,2007/08,S08000020,"",30 to 34 yrs old,"",All,d,257,"",23.99627,""
831,2007/08,S08000020,"",35 to 39 yrs old,"",All,d,125,"",11.67134,""
832,2007/08,S08000020,"",40 to 44 yrs old,"",All,d,70,"",6.53595,""
833,2007/08,S08000020,"",45+ yrs old,"",All,d,48,"",4.48179,""
834,2007/08,S08000020,"",Unknown,"",All,d,0,"",0,""
835,2008/09,S08000020,"",Under 20yrs old,"",All,d,62,"",6.58174,""
836,2008/09,S08000020,"",20 to 24 yrs old,"",All,d,130,"",13.80042,""
837,2008/09,S08000020,"",25 to 29 yrs old,"",All,d,263,"",27.91932,""
838,2008/09,S08000020,"",30 to 34 yrs old,"",All,d,239,"",25.37155,""
839,2008/09,S08000020,"",35 to 39 yrs old,"",All,d,143,"",15.18047,""
840,2008/09,S08000020,"",40 to 44 yrs old,"",All,d,62,"",6.58174,""
841,2008/09,S08000020,"",45+ yrs old,"",All,d,43,"",4.56476,""
842,2008/09,S08000020,"",Unknown,"",All,d,0,"",0,""
843,2009/10,S08000020,"",Under 20yrs old,"",All,d,42,"",4.75113,""
844,2009/10,S08000020,"",20 to 24 yrs old,"",All,d,127,"",14.36652,""
845,2009/10,S08000020,"",25 to 29 yrs old,"",All,d,220,"",24.88688,""
846,2009/10,S08000020,"",30 to 34 yrs old,"",All,d,220,"",24.88688,""
847,2009/10,S08000020,"",35 to 39 yrs old,"",All,d,151,"",17.08145,""
848,2009/10,S08000020,"",40 to 44 yrs old,"",All,d,82,"",9.27602,""
849,2009/10,S08000020,"",45+ yrs old,"",All,d,42,"",4.75113,""
850,2009/10,S08000020,"",Unknown,"",All,d,0,"",0,""
851,2010/11,S08000020,"",Under 20yrs old,"",All,d,52,"",5.13834,""
852,2010/11,S08000020,"",20 to 24 yrs old,"",All,d,160,"",15.81028,""
853,2010/11,S08000020,"",25 to 29 yrs old,"",All,d,234,"",23.12253,""
854,2010/11,S08000020,"",30 to 34 yrs old,"",All,d,253,"",25,""
855,2010/11,S08000020,"",35 to 39 yrs old,"",All,d,166,"",16.40316,""
856,2010/11,S08000020,"",40 to 44 yrs old,"",All,d,85,"",8.39921,""
857,2010/11,S08000020,"",45+ yrs old,"",All,d,62,"",6.12648,""
858,2010/11,S08000020,"",Unknown,"",All,d,0,"",0,""
859,2011/12,S08000020,"",Under 20yrs old,"",All,d,60,"",5.9761,""
860,2011/12,S08000020,"",20 to 24 yrs old,"",All,d,125,"",12.4502,""
861,2011/12,S08000020,"",25 to 29 yrs old,"",All,d,203,"",20.21912,""
862,2011/12,S08000020,"",30 to 34 yrs old,"",All,d,259,"",25.79681,""
863,2011/12,S08000020,"",35 to 39 yrs old,"",All,d,190,"",18.9243,""
864,2011/12,S08000020,"",40 to 44 yrs old,"",All,d,109,"",10.85657,""
865,2011/12,S08000020,"",45+ yrs old,"",All,d,58,"",5.77689,""
866,2011/12,S08000020,"",Unknown,"",All,d,0,"",0,""
867,2012/13,S08000020,"",Under 20yrs old,"",All,d,49,"",4.68451,""
868,2012/13,S08000020,"",20 to 24 yrs old,"",All,d,115,"",10.99426,""
869,2012/13,S08000020,"",25 to 29 yrs old,"",All,d,181,"",17.30402,""
870,2012/13,S08000020,"",30 to 34 yrs old,"",All,d,272,"",26.00382,""
871,2012/13,S08000020,"",35 to 39 yrs old,"",All,d,211,"",20.17208,""
872,2012/13,S08000020,"",40 to 44 yrs old,"",All,d,133,"",12.71511,""
873,2012/13,S08000020,"",45+ yrs old,"",All,d,85,"",8.1262,""
874,2012/13,S08000020,"",Unknown,"",All,d,0,"",0,""
875,2013/14,S08000020,"",Under 20yrs old,"",All,d,34,"",3.12213,""
876,2013/14,S08000020,"",20 to 24 yrs old,"",All,d,116,"",10.65197,""
877,2013/14,S08000020,"",25 to 29 yrs old,"",All,d,199,"",18.27365,""
878,2013/14,S08000020,"",30 to 34 yrs old,"",All,d,278,"",25.52801,""
879,2013/14,S08000020,"",35 to 39 yrs old,"",All,d,230,"",21.12029,""
880,2013/14,S08000020,"",40 to 44 yrs old,"",All,d,128,"",11.7539,""
881,2013/14,S08000020,"",45+ yrs old,"",All,d,104,"",9.55005,""
882,2013/14,S08000020,"",Unknown,"",All,d,0,"",0,""
883,2014/15,S08000020,"",Under 20yrs old,"",All,d,37,"",3.18966,""
884,2014/15,S08000020,"",20 to 24 yrs old,"",All,d,127,"",10.94828,""
885,2014/15,S08000020,"",25 to 29 yrs old,"",All,d,188,"",16.2069,""
886,2014/15,S08000020,"",30 to 34 yrs old,"",All,d,282,"",24.31034,""
887,2014/15,S08000020,"",35 to 39 yrs old,"",All,d,241,"",20.77586,""
888,2014/15,S08000020,"",40 to 44 yrs old,"",All,d,173,"",14.91379,""
889,2014/15,S08000020,"",45+ yrs old,"",All,d,112,"",9.65517,""
890,2014/15,S08000020,"",Unknown,"",All,d,0,"",0,""
891,2015/16,S08000020,"",Under 20yrs old,"",All,d,42,"",3.27869,""
892,2015/16,S08000020,"",20 to 24 yrs old,"",All,d,132,"",10.30445,""
893,2015/16,S08000020,"",25 to 29 yrs old,"",All,d,184,"",14.36378,""
894,2015/16,S08000020,"",30 to 34 yrs old,"",All,d,306,"",23.88759,""
895,2015/16,S08000020,"",35 to 39 yrs old,"",All,d,274,"",21.38954,""
896,2015/16,S08000020,"",40 to 44 yrs old,"",All,d,201,"",15.69087,""
897,2015/16,S08000020,"",45+ yrs old,"",All,d,142,"",11.08509,""
898,2015/16,S08000020,"",Unknown,"",All,d,0,"",0,""
899,2016/17,S08000020,"",Under 20yrs old,"",All,d,55,"",4.19207,""
900,2016/17,S08000020,"",20 to 24 yrs old,"",All,d,121,"",9.22256,""
901,2016/17,S08000020,"",25 to 29 yrs old,"",All,d,210,"",16.0061,""
902,2016/17,S08000020,"",30 to 34 yrs old,"",All,d,257,"",19.58841,""
903,2016/17,S08000020,"",35 to 39 yrs old,"",All,d,278,"",21.18902,""
904,2016/17,S08000020,"",40 to 44 yrs old,"",All,d,211,"",16.08232,""
905,2016/17,S08000020,"",45+ yrs old,"",All,d,180,"",13.71951,""
906,2016/17,S08000020,"",Unknown,"",All,d,0,"",0,""
907,2017/18,S08000020,"",Under 20yrs old,"",All,d,88,"",6.59176,""
908,2017/18,S08000020,"",20 to 24 yrs old,"",All,d,159,"",11.91011,""
909,2017/18,S08000020,"",25 to 29 yrs old,"",All,d,198,"",14.83146,""
910,2017/18,S08000020,"",30 to 34 yrs old,"",All,d,230,"",17.22846,""
911,2017/18,S08000020,"",35 to 39 yrs old,"",All,d,283,"",21.1985,""
912,2017/18,S08000020,"",40 to 44 yrs old,"",All,d,159,"",11.91011,""
913,2017/18,S08000020,"",45+ yrs old,"",All,d,217,"",16.25468,""
914,2017/18,S08000020,"",Unknown,"",All,d,1,"",0.07491,""
915,2018/19,S08000020,"",Under 20yrs old,"",All,d,47,"",3.72425,""
916,2018/19,S08000020,"",20 to 24 yrs old,"",All,d,133,"",10.53883,""
917,2018/19,S08000020,"",25 to 29 yrs old,"",All,d,181,"",14.34231,""
918,2018/19,S08000020,"",30 to 34 yrs old,"",All,d,229,"",18.1458,""
919,2018/19,S08000020,"",35 to 39 yrs old,"",All,d,270,"",21.39461,""
920,2018/19,S08000020,"",40 to 44 yrs old,"",All,d,201,"",15.9271,""
921,2018/19,S08000020,"",45+ yrs old,"",All,d,198,"",15.68938,""
922,2018/19,S08000020,"",Unknown,"",All,d,3,"",0.23772,""
923,2006/07,S08000031,"",Under 20yrs old,"",All,d,222,"",6.63479,""
924,2006/07,S08000031,"",20 to 24 yrs old,"",All,d,431,"",12.88105,""
925,2006/07,S08000031,"",25 to 29 yrs old,"",All,d,749,"",22.38494,""
926,2006/07,S08000031,"",30 to 34 yrs old,"",All,d,754,"",22.53437,""
927,2006/07,S08000031,"",35 to 39 yrs old,"",All,d,572,"",17.09504,""
928,2006/07,S08000031,"",40 to 44 yrs old,"",All,d,349,"",10.43036,""
929,2006/07,S08000031,"",45+ yrs old,"",All,d,269,"",8.03945,""
930,2006/07,S08000031,"",Unknown,"",All,d,0,"",0,""
931,2007/08,S08000031,"",Under 20yrs old,"",All,d,174,"",5.58229,""
932,2007/08,S08000031,"",20 to 24 yrs old,"",All,d,366,"",11.74206,""
933,2007/08,S08000031,"",25 to 29 yrs old,"",All,d,640,"",20.53256,""
934,2007/08,S08000031,"",30 to 34 yrs old,"",All,d,727,"",23.32371,""
935,2007/08,S08000031,"",35 to 39 yrs old,"",All,d,568,"",18.22265,""
936,2007/08,S08000031,"",40 to 44 yrs old,"",All,d,340,"",10.90792,""
937,2007/08,S08000031,"",45+ yrs old,"",All,d,301,"",9.65672,""
938,2007/08,S08000031,"",Unknown,"",All,d,1,"",0.03208,""
939,2008/09,S08000031,"",Under 20yrs old,"",All,d,213,"",6.60056,""
940,2008/09,S08000031,"",20 to 24 yrs old,"",All,d,373,"",11.55872,""
941,2008/09,S08000031,"",25 to 29 yrs old,"",All,d,673,"",20.85528,""
942,2008/09,S08000031,"",30 to 34 yrs old,"",All,d,664,"",20.57639,""
943,2008/09,S08000031,"",35 to 39 yrs old,"",All,d,490,"",15.18438,""
944,2008/09,S08000031,"",40 to 44 yrs old,"",All,d,369,"",11.43477,""
945,2008/09,S08000031,"",45+ yrs old,"",All,d,445,"",13.7899,""
946,2008/09,S08000031,"",Unknown,"",All,d,0,"",0,""
947,2009/10,S08000031,"",Under 20yrs old,"",All,d,152,"",5.65056,""
948,2009/10,S08000031,"",20 to 24 yrs old,"",All,d,316,"",11.74721,""
949,2009/10,S08000031,"",25 to 29 yrs old,"",All,d,528,"",19.62825,""
950,2009/10,S08000031,"",30 to 34 yrs old,"",All,d,551,"",20.48327,""
951,2009/10,S08000031,"",35 to 39 yrs old,"",All,d,469,"",17.43494,""
952,2009/10,S08000031,"",40 to 44 yrs old,"",All,d,318,"",11.82156,""
953,2009/10,S08000031,"",45+ yrs old,"",All,d,355,"",13.19703,""
954,2009/10,S08000031,"",Unknown,"",All,d,1,"",0.03717,""
955,2010/11,S08000031,"",Under 20yrs old,"",All,d,153,"",5.62914,""
956,2010/11,S08000031,"",20 to 24 yrs old,"",All,d,313,"",11.51582,""
957,2010/11,S08000031,"",25 to 29 yrs old,"",All,d,485,"",17.844,""
958,2010/11,S08000031,"",30 to 34 yrs old,"",All,d,631,"",23.2156,""
959,2010/11,S08000031,"",35 to 39 yrs old,"",All,d,513,"",18.87417,""
960,2010/11,S08000031,"",40 to 44 yrs old,"",All,d,294,"",10.81678,""
961,2010/11,S08000031,"",45+ yrs old,"",All,d,327,"",12.03091,""
962,2010/11,S08000031,"",Unknown,"",All,d,2,"",0.07358,""
963,2011/12,S08000031,"",Under 20yrs old,"",All,d,193,"",6.43119,""
964,2011/12,S08000031,"",20 to 24 yrs old,"",All,d,353,"",11.76275,""
965,2011/12,S08000031,"",25 to 29 yrs old,"",All,d,480,"",15.99467,""
966,2011/12,S08000031,"",30 to 34 yrs old,"",All,d,626,"",20.85971,""
967,2011/12,S08000031,"",35 to 39 yrs old,"",All,d,561,"",18.69377,""
968,2011/12,S08000031,"",40 to 44 yrs old,"",All,d,414,"",13.7954,""
969,2011/12,S08000031,"",45+ yrs old,"",All,d,373,"",12.42919,""
970,2011/12,S08000031,"",Unknown,"",All,d,1,"",0.03332,""
971,2012/13,S08000031,"",Under 20yrs old,"",All,d,121,"",3.71052,""
972,2012/13,S08000031,"",20 to 24 yrs old,"",All,d,313,"",9.59828,""
973,2012/13,S08000031,"",25 to 29 yrs old,"",All,d,487,"",14.93407,""
974,2012/13,S08000031,"",30 to 34 yrs old,"",All,d,622,"",19.0739,""
975,2012/13,S08000031,"",35 to 39 yrs old,"",All,d,611,"",18.73658,""
976,2012/13,S08000031,"",40 to 44 yrs old,"",All,d,502,"",15.39405,""
977,2012/13,S08000031,"",45+ yrs old,"",All,d,604,"",18.52193,""
978,2012/13,S08000031,"",Unknown,"",All,d,1,"",0.03067,""
979,2013/14,S08000031,"",Under 20yrs old,"",All,d,,:,,:
980,2013/14,S08000031,"",20 to 24 yrs old,"",All,d,,:,,:
981,2013/14,S08000031,"",25 to 29 yrs old,"",All,d,,:,,:
982,2013/14,S08000031,"",30 to 34 yrs old,"",All,d,,:,,:
983,2013/14,S08000031,"",35 to 39 yrs old,"",All,d,,:,,:
984,2013/14,S08000031,"",40 to 44 yrs old,"",All,d,,:,,:
985,2013/14,S08000031,"",45+ yrs old,"",All,d,,:,,:
986,2013/14,S08000031,"",Unknown,"",All,d,,:,,:
987,2014/15,S08000031,"",Under 20yrs old,"",All,d,158,"",5.18713,""
988,2014/15,S08000031,"",20 to 24 yrs old,"",All,d,286,"",9.38936,""
989,2014/15,S08000031,"",25 to 29 yrs old,"",All,d,379,"",12.44255,""
990,2014/15,S08000031,"",30 to 34 yrs old,"",All,d,561,"",18.4176,""
991,2014/15,S08000031,"",35 to 39 yrs old,"",All,d,628,"",20.6172,""
992,2014/15,S08000031,"",40 to 44 yrs old,"",All,d,492,"",16.15233,""
993,2014/15,S08000031,"",45+ yrs old,"",All,d,542,"",17.79383,""
994,2014/15,S08000031,"",Unknown,"",All,d,0,"",0,""
995,2015/16,S08000031,"",Under 20yrs old,"",All,d,110,"",4.39824,""
996,2015/16,S08000031,"",20 to 24 yrs old,"",All,d,224,"",8.95642,""
997,2015/16,S08000031,"",25 to 29 yrs old,"",All,d,319,"",12.7549,""
998,2015/16,S08000031,"",30 to 34 yrs old,"",All,d,414,"",16.55338,""
999,2015/16,S08000031,"",35 to 39 yrs old,"",All,d,482,"",19.27229,""
1000,2015/16,S08000031,"",40 to 44 yrs old,"",All,d,435,"",17.39304,""
1001,2015/16,S08000031,"",45+ yrs old,"",All,d,517,"",20.67173,""
1002,2015/16,S08000031,"",Unknown,"",All,d,0,"",0,""
1003,2016/17,S08000031,"",Under 20yrs old,"",All,d,134,"",5.13607,""
1004,2016/17,S08000031,"",20 to 24 yrs old,"",All,d,194,"",7.4358,""
1005,2016/17,S08000031,"",25 to 29 yrs old,"",All,d,317,"",12.15025,""
1006,2016/17,S08000031,"",30 to 34 yrs old,"",All,d,449,"",17.20966,""
1007,2016/17,S08000031,"",35 to 39 yrs old,"",All,d,529,"",20.27597,""
1008,2016/17,S08000031,"",40 to 44 yrs old,"",All,d,451,"",17.28632,""
1009,2016/17,S08000031,"",45+ yrs old,"",All,d,534,"",20.46761,""
1010,2016/17,S08000031,"",Unknown,"",All,d,1,"",0.03833,""
1011,2017/18,S08000031,"",Under 20yrs old,"",All,d,99,"",4.19314,""
1012,2017/18,S08000031,"",20 to 24 yrs old,"",All,d,177,"",7.49682,""
1013,2017/18,S08000031,"",25 to 29 yrs old,"",All,d,269,"",11.39348,""
1014,2017/18,S08000031,"",30 to 34 yrs old,"",All,d,376,"",15.92546,""
1015,2017/18,S08000031,"",35 to 39 yrs old,"",All,d,441,"",18.67853,""
1016,2017/18,S08000031,"",40 to 44 yrs old,"",All,d,428,"",18.12791,""
1017,2017/18,S08000031,"",45+ yrs old,"",All,d,571,"",24.18467,""
1018,2017/18,S08000031,"",Unknown,"",All,d,0,"",0,""
1019,2018/19,S08000031,"",Under 20yrs old,"",All,d,114,"",5.23897,""
1020,2018/19,S08000031,"",20 to 24 yrs old,"",All,d,168,"",7.72059,""
1021,2018/19,S08000031,"",25 to 29 yrs old,"",All,d,256,"",11.76471,""
1022,2018/19,S08000031,"",30 to 34 yrs old,"",All,d,331,"",15.2114,""
1023,2018/19,S08000031,"",35 to 39 yrs old,"",All,d,431,"",19.80699,""
1024,2018/19,S08000031,"",40 to 44 yrs old,"",All,d,378,"",17.37132,""
1025,2018/19,S08000031,"",45+ yrs old,"",All,d,498,"",22.88603,""
1026,2018/19,S08000031,"",Unknown,"",All,d,0,"",0,""
1027,2006/07,S08000022,"",Under 20yrs old,"",All,d,100,"",12.36094,""
1028,2006/07,S08000022,"",20 to 24 yrs old,"",All,d,128,"",15.822,""
1029,2006/07,S08000022,"",25 to 29 yrs old,"",All,d,145,"",17.92336,""
1030,2006/07,S08000022,"",30 to 34 yrs old,"",All,d,98,"",12.11372,""
1031,2006/07,S08000022,"",35 to 39 yrs old,"",All,d,119,"",14.70952,""
1032,2006/07,S08000022,"",40 to 44 yrs old,"",All,d,74,"",9.1471,""
1033,2006/07,S08000022,"",45+ yrs old,"",All,d,145,"",17.92336,""
1034,2006/07,S08000022,"",Unknown,"",All,d,0,"",0,""
1035,2007/08,S08000022,"",Under 20yrs old,"",All,d,58,"",10.8209,""
1036,2007/08,S08000022,"",20 to 24 yrs old,"",All,d,101,"",18.84328,""
1037,2007/08,S08000022,"",25 to 29 yrs old,"",All,d,114,"",21.26866,""
1038,2007/08,S08000022,"",30 to 34 yrs old,"",All,d,76,"",14.1791,""
1039,2007/08,S08000022,"",35 to 39 yrs old,"",All,d,83,"",15.48507,""
1040,2007/08,S08000022,"",40 to 44 yrs old,"",All,d,38,"",7.08955,""
1041,2007/08,S08000022,"",45+ yrs old,"",All,d,66,"",12.31343,""
1042,2007/08,S08000022,"",Unknown,"",All,d,0,"",0,""
1043,2008/09,S08000022,"",Under 20yrs old,"",All,d,46,"",12.26667,""
1044,2008/09,S08000022,"",20 to 24 yrs old,"",All,d,54,"",14.4,""
1045,2008/09,S08000022,"",25 to 29 yrs old,"",All,d,94,"",25.06667,""
1046,2008/09,S08000022,"",30 to 34 yrs old,"",All,d,62,"",16.53333,""
1047,2008/09,S08000022,"",35 to 39 yrs old,"",All,d,53,"",14.13333,""
1048,2008/09,S08000022,"",40 to 44 yrs old,"",All,d,33,"",8.8,""
1049,2008/09,S08000022,"",45+ yrs old,"",All,d,33,"",8.8,""
1050,2008/09,S08000022,"",Unknown,"",All,d,0,"",0,""
1051,2009/10,S08000022,"",Under 20yrs old,"",All,d,34,"",8.6514,""
1052,2009/10,S08000022,"",20 to 24 yrs old,"",All,d,61,"",15.52163,""
1053,2009/10,S08000022,"",25 to 29 yrs old,"",All,d,106,"",26.97201,""
1054,2009/10,S08000022,"",30 to 34 yrs old,"",All,d,78,"",19.84733,""
1055,2009/10,S08000022,"",35 to 39 yrs old,"",All,d,51,"",12.9771,""
1056,2009/10,S08000022,"",40 to 44 yrs old,"",All,d,32,"",8.14249,""
1057,2009/10,S08000022,"",45+ yrs old,"",All,d,31,"",7.88804,""
1058,2009/10,S08000022,"",Unknown,"",All,d,0,"",0,""
1059,2010/11,S08000022,"",Under 20yrs old,"",All,d,24,"",7.25076,""
1060,2010/11,S08000022,"",20 to 24 yrs old,"",All,d,61,"",18.429,""
1061,2010/11,S08000022,"",25 to 29 yrs old,"",All,d,71,"",21.45015,""
1062,2010/11,S08000022,"",30 to 34 yrs old,"",All,d,63,"",19.03323,""
1063,2010/11,S08000022,"",35 to 39 yrs old,"",All,d,50,"",15.10574,""
