_id,FinancialYear,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
1766,2015/16,S92000003,d,All,d,Female,"",3472,"",28.59967,""
1767,2016/17,S92000003,d,All,d,Male,"",8604,"",72.32683,""
1768,2016/17,S92000003,d,All,d,Female,"",3292,"",27.67317,""
1769,2017/18,S92000003,d,All,d,Male,"",7939,"",71.9699,""
1770,2017/18,S92000003,d,All,d,Female,"",3092,"",28.0301,""
1771,2018/19,S92000003,d,All,d,Male,"",7899,"",73.43125,""
1772,2018/19,S92000003,d,All,d,Female,"",2858,"",26.56875,""
1773,2006/07,S08000015,"",All,d,Male,"",964,"",84.11867,""
1774,2006/07,S08000015,"",All,d,Female,"",182,"",15.88133,""
1775,2007/08,S08000015,"",All,d,Male,"",748,"",77.99791,""
1776,2007/08,S08000015,"",All,d,Female,"",211,"",22.00209,""
1777,2008/09,S08000015,"",All,d,Male,"",926,"",84.10536,""
1778,2008/09,S08000015,"",All,d,Female,"",175,"",15.89464,""
1779,2009/10,S08000015,"",All,d,Male,"",932,"",67.38973,""
1780,2009/10,S08000015,"",All,d,Female,"",451,"",32.61027,""
1781,2010/11,S08000015,"",All,d,Male,"",821,"",61.82229,""
1782,2010/11,S08000015,"",All,d,Female,"",507,"",38.17771,""
1783,2011/12,S08000015,"",All,d,Male,"",765,"",65.60892,""
1784,2011/12,S08000015,"",All,d,Female,"",401,"",34.39108,""
1785,2012/13,S08000015,"",All,d,Male,"",704,"",65.54935,""
1786,2012/13,S08000015,"",All,d,Female,"",370,"",34.45065,""
1787,2013/14,S08000015,"",All,d,Male,"",958,"",70.28613,""
1788,2013/14,S08000015,"",All,d,Female,"",405,"",29.71387,""
1789,2014/15,S08000015,"",All,d,Male,"",851,"",69.86864,""
1790,2014/15,S08000015,"",All,d,Female,"",367,"",30.13136,""
1791,2015/16,S08000015,"",All,d,Male,"",789,"",67.66724,""
1792,2015/16,S08000015,"",All,d,Female,"",377,"",32.33276,""
1793,2016/17,S08000015,"",All,d,Male,"",673,"",68.25558,""
1794,2016/17,S08000015,"",All,d,Female,"",313,"",31.74442,""
1795,2017/18,S08000015,"",All,d,Male,"",612,"",68.15145,""
1796,2017/18,S08000015,"",All,d,Female,"",286,"",31.84855,""
1797,2018/19,S08000015,"",All,d,Male,"",736,"",71.80488,""
1798,2018/19,S08000015,"",All,d,Female,"",289,"",28.19512,""
1799,2006/07,S08000016,"",All,d,Male,"",91,"",71.09375,""
1800,2006/07,S08000016,"",All,d,Female,"",37,"",28.90625,""
1801,2007/08,S08000016,"",All,d,Male,"",133,"",71.89189,""
1802,2007/08,S08000016,"",All,d,Female,"",52,"",28.10811,""
1803,2008/09,S08000016,"",All,d,Male,"",136,"",74.72527,""
1804,2008/09,S08000016,"",All,d,Female,"",46,"",25.27473,""
1805,2009/10,S08000016,"",All,d,Male,"",137,"",71.35417,""
1806,2009/10,S08000016,"",All,d,Female,"",55,"",28.64583,""
1807,2010/11,S08000016,"",All,d,Male,"",134,"",70.52632,""
1808,2010/11,S08000016,"",All,d,Female,"",56,"",29.47368,""
1809,2011/12,S08000016,"",All,d,Male,"",151,"",68.63636,""
1810,2011/12,S08000016,"",All,d,Female,"",69,"",31.36364,""
1811,2012/13,S08000016,"",All,d,Male,"",118,"",71.51515,""
1812,2012/13,S08000016,"",All,d,Female,"",47,"",28.48485,""
1813,2013/14,S08000016,"",All,d,Male,"",135,"",72.97297,""
1814,2013/14,S08000016,"",All,d,Female,"",50,"",27.02703,""
1815,2014/15,S08000016,"",All,d,Male,"",104,"",73.23944,""
1816,2014/15,S08000016,"",All,d,Female,"",38,"",26.76056,""
1817,2015/16,S08000016,"",All,d,Male,"",110,"",72.36842,""
1818,2015/16,S08000016,"",All,d,Female,"",42,"",27.63158,""
1819,2016/17,S08000016,"",All,d,Male,"",149,"",69.30233,""
1820,2016/17,S08000016,"",All,d,Female,"",66,"",30.69767,""
1821,2017/18,S08000016,"",All,d,Male,"",109,"",69.87179,""
1822,2017/18,S08000016,"",All,d,Female,"",47,"",30.12821,""
1823,2018/19,S08000016,"",All,d,Male,"",138,"",73.79679,""
1824,2018/19,S08000016,"",All,d,Female,"",49,"",26.20321,""
1825,2006/07,S08000017,"",All,d,Male,"",223,"",70.12579,""
1826,2006/07,S08000017,"",All,d,Female,"",95,"",29.87421,""
1827,2007/08,S08000017,"",All,d,Male,"",146,"",71.92118,""
1828,2007/08,S08000017,"",All,d,Female,"",57,"",28.07882,""
1829,2008/09,S08000017,"",All,d,Male,"",147,"",71.35922,""
1830,2008/09,S08000017,"",All,d,Female,"",59,"",28.64078,""
1831,2009/10,S08000017,"",All,d,Male,"",146,"",69.19431,""
1832,2009/10,S08000017,"",All,d,Female,"",65,"",30.80569,""
1833,2010/11,S08000017,"",All,d,Male,"",217,"",80.66914,""
1834,2010/11,S08000017,"",All,d,Female,"",52,"",19.33086,""
1835,2011/12,S08000017,"",All,d,Male,"",203,"",76.89394,""
1836,2011/12,S08000017,"",All,d,Female,"",61,"",23.10606,""
1837,2012/13,S08000017,"",All,d,Male,"",244,"",75.7764,""
1838,2012/13,S08000017,"",All,d,Female,"",78,"",24.2236,""
1839,2013/14,S08000017,"",All,d,Male,"",270,"",71.42857,""
1840,2013/14,S08000017,"",All,d,Female,"",108,"",28.57143,""
1841,2014/15,S08000017,"",All,d,Male,"",259,"",73.16384,""
1842,2014/15,S08000017,"",All,d,Female,"",95,"",26.83616,""
1843,2015/16,S08000017,"",All,d,Male,"",231,"",65.625,""
1844,2015/16,S08000017,"",All,d,Female,"",121,"",34.375,""
1845,2016/17,S08000017,"",All,d,Male,"",233,"",70.39275,""
1846,2016/17,S08000017,"",All,d,Female,"",98,"",29.60725,""
1847,2017/18,S08000017,"",All,d,Male,"",232,"",70.94801,""
1848,2017/18,S08000017,"",All,d,Female,"",95,"",29.05199,""
1849,2018/19,S08000017,"",All,d,Male,"",231,"",71.2963,""
1850,2018/19,S08000017,"",All,d,Female,"",93,"",28.7037,""
1851,2006/07,S08000029,"",All,d,Male,"",837,"",65.59561,""
1852,2006/07,S08000029,"",All,d,Female,"",439,"",34.40439,""
1853,2007/08,S08000029,"",All,d,Male,"",1243,"",66.18743,""
1854,2007/08,S08000029,"",All,d,Female,"",635,"",33.81257,""
1855,2008/09,S08000029,"",All,d,Male,"",653,"",69.02748,""
1856,2008/09,S08000029,"",All,d,Female,"",293,"",30.97252,""
1857,2009/10,S08000029,"",All,d,Male,"",619,"",67.20955,""
1858,2009/10,S08000029,"",All,d,Female,"",302,"",32.79045,""
1859,2010/11,S08000029,"",All,d,Male,"",697,"",67.01923,""
1860,2010/11,S08000029,"",All,d,Female,"",343,"",32.98077,""
1861,2011/12,S08000029,"",All,d,Male,"",632,"",67.16259,""
1862,2011/12,S08000029,"",All,d,Female,"",309,"",32.83741,""
1863,2012/13,S08000029,"",All,d,Male,"",715,"",69.08213,""
1864,2012/13,S08000029,"",All,d,Female,"",320,"",30.91787,""
1865,2013/14,S08000029,"",All,d,Male,"",755,"",66.81416,""
1866,2013/14,S08000029,"",All,d,Female,"",375,"",33.18584,""
1867,2014/15,S08000029,"",All,d,Male,"",769,"",67.7533,""
1868,2014/15,S08000029,"",All,d,Female,"",366,"",32.2467,""
1869,2015/16,S08000029,"",All,d,Male,"",815,"",68.14381,""
1870,2015/16,S08000029,"",All,d,Female,"",381,"",31.85619,""
1871,2016/17,S08000029,"",All,d,Male,"",653,"",72.23451,""
1872,2016/17,S08000029,"",All,d,Female,"",251,"",27.76549,""
1873,2017/18,S08000029,"",All,d,Male,"",719,"",72.334,""
1874,2017/18,S08000029,"",All,d,Female,"",275,"",27.666,""
1875,2018/19,S08000029,"",All,d,Male,"",630,"",69.15477,""
1876,2018/19,S08000029,"",All,d,Female,"",281,"",30.84523,""
1877,2006/07,S08000019,"",All,d,Male,"",395,"",69.54225,""
1878,2006/07,S08000019,"",All,d,Female,"",173,"",30.45775,""
1879,2007/08,S08000019,"",All,d,Male,"",378,"",69.7417,""
1880,2007/08,S08000019,"",All,d,Female,"",164,"",30.2583,""
1881,2008/09,S08000019,"",All,d,Male,"",378,"",66.08392,""
1882,2008/09,S08000019,"",All,d,Female,"",194,"",33.91608,""
1883,2009/10,S08000019,"",All,d,Male,"",368,"",67.03097,""
1884,2009/10,S08000019,"",All,d,Female,"",181,"",32.96903,""
1885,2010/11,S08000019,"",All,d,Male,"",430,"",69.69206,""
1886,2010/11,S08000019,"",All,d,Female,"",187,"",30.30794,""
1887,2011/12,S08000019,"",All,d,Male,"",404,"",69.05983,""
1888,2011/12,S08000019,"",All,d,Female,"",181,"",30.94017,""
1889,2012/13,S08000019,"",All,d,Male,"",395,"",64.43719,""
1890,2012/13,S08000019,"",All,d,Female,"",218,"",35.56281,""
1891,2013/14,S08000019,"",All,d,Male,"",499,"",71.48997,""
1892,2013/14,S08000019,"",All,d,Female,"",199,"",28.51003,""
1893,2014/15,S08000019,"",All,d,Male,"",554,"",69.07731,""
1894,2014/15,S08000019,"",All,d,Female,"",248,"",30.92269,""
1895,2015/16,S08000019,"",All,d,Male,"",490,"",72.05882,""
1896,2015/16,S08000019,"",All,d,Female,"",190,"",27.94118,""
1897,2016/17,S08000019,"",All,d,Male,"",468,"",75.97403,""
1898,2016/17,S08000019,"",All,d,Female,"",148,"",24.02597,""
1899,2017/18,S08000019,"",All,d,Male,"",490,"",71.01449,""
1900,2017/18,S08000019,"",All,d,Female,"",200,"",28.98551,""
1901,2018/19,S08000019,"",All,d,Male,"",554,"",74.36242,""
1902,2018/19,S08000019,"",All,d,Female,"",191,"",25.63758,""
1903,2006/07,S08000020,"",All,d,Male,"",591,"",66.93092,""
1904,2006/07,S08000020,"",All,d,Female,"",292,"",33.06908,""
1905,2007/08,S08000020,"",All,d,Male,"",724,"",67.60037,""
1906,2007/08,S08000020,"",All,d,Female,"",347,"",32.39963,""
1907,2008/09,S08000020,"",All,d,Male,"",618,"",65.6051,""
1908,2008/09,S08000020,"",All,d,Female,"",324,"",34.3949,""
1909,2009/10,S08000020,"",All,d,Male,"",594,"",67.19457,""
1910,2009/10,S08000020,"",All,d,Female,"",290,"",32.80543,""
1911,2010/11,S08000020,"",All,d,Male,"",698,"",68.97233,""
1912,2010/11,S08000020,"",All,d,Female,"",314,"",31.02767,""
1913,2011/12,S08000020,"",All,d,Male,"",690,"",68.7251,""
1914,2011/12,S08000020,"",All,d,Female,"",314,"",31.2749,""
1915,2012/13,S08000020,"",All,d,Male,"",724,"",69.21606,""
1916,2012/13,S08000020,"",All,d,Female,"",322,"",30.78394,""
1917,2013/14,S08000020,"",All,d,Male,"",749,"",68.7787,""
1918,2013/14,S08000020,"",All,d,Female,"",340,"",31.2213,""
1919,2014/15,S08000020,"",All,d,Male,"",837,"",72.15517,""
1920,2014/15,S08000020,"",All,d,Female,"",323,"",27.84483,""
1921,2015/16,S08000020,"",All,d,Male,"",943,"",73.61436,""
1922,2015/16,S08000020,"",All,d,Female,"",338,"",26.38564,""
1923,2016/17,S08000020,"",All,d,Male,"",949,"",72.33232,""
1924,2016/17,S08000020,"",All,d,Female,"",363,"",27.66768,""
1925,2017/18,S08000020,"",All,d,Male,"",989,"",74.0824,""
1926,2017/18,S08000020,"",All,d,Female,"",346,"",25.9176,""
1927,2018/19,S08000020,"",All,d,Male,"",937,"",74.24723,""
1928,2018/19,S08000020,"",All,d,Female,"",325,"",25.75277,""
1929,2006/07,S08000031,"",All,d,Male,"",2398,"",71.66766,""
1930,2006/07,S08000031,"",All,d,Female,"",948,"",28.33234,""
1931,2007/08,S08000031,"",All,d,Male,"",2215,"",71.06192,""
1932,2007/08,S08000031,"",All,d,Female,"",902,"",28.93808,""
1933,2008/09,S08000031,"",All,d,Male,"",2297,"",71.18066,""
1934,2008/09,S08000031,"",All,d,Female,"",930,"",28.81934,""
1935,2009/10,S08000031,"",All,d,Male,"",1886,"",70.11152,""
1936,2009/10,S08000031,"",All,d,Female,"",804,"",29.88848,""
1937,2010/11,S08000031,"",All,d,Male,"",1975,"",72.66372,""
1938,2010/11,S08000031,"",All,d,Female,"",743,"",27.33628,""
1939,2011/12,S08000031,"",All,d,Male,"",2152,"",71.70943,""
1940,2011/12,S08000031,"",All,d,Female,"",849,"",28.29057,""
1941,2012/13,S08000031,"",All,d,Male,"",2321,"",71.17449,""
1942,2012/13,S08000031,"",All,d,Female,"",940,"",28.82551,""
1943,2013/14,S08000031,"",All,d,Male,"",,:,,:
1944,2013/14,S08000031,"",All,d,Female,"",,:,,:
1945,2014/15,S08000031,"",All,d,Male,"",2191,"",71.9304,""
1946,2014/15,S08000031,"",All,d,Female,"",855,"",28.0696,""
1947,2015/16,S08000031,"",All,d,Male,"",1765,"",70.57177,""
1948,2015/16,S08000031,"",All,d,Female,"",736,"",29.42823,""
1949,2016/17,S08000031,"",All,d,Male,"",1884,"",72.21158,""
1950,2016/17,S08000031,"",All,d,Female,"",725,"",27.78842,""
1951,2017/18,S08000031,"",All,d,Male,"",1633,"",69.16561,""
1952,2017/18,S08000031,"",All,d,Female,"",728,"",30.83439,""
1953,2018/19,S08000031,"",All,d,Male,"",1579,"",72.56434,""
1954,2018/19,S08000031,"",All,d,Female,"",597,"",27.43566,""
1955,2006/07,S08000022,"",All,d,Male,"",599,"",74.04203,""
1956,2006/07,S08000022,"",All,d,Female,"",210,"",25.95797,""
1957,2007/08,S08000022,"",All,d,Male,"",383,"",71.45522,""
1958,2007/08,S08000022,"",All,d,Female,"",153,"",28.54478,""
1959,2008/09,S08000022,"",All,d,Male,"",262,"",69.86667,""
1960,2008/09,S08000022,"",All,d,Female,"",113,"",30.13333,""
1961,2009/10,S08000022,"",All,d,Male,"",287,"",73.02799,""
1962,2009/10,S08000022,"",All,d,Female,"",106,"",26.97201,""
1963,2010/11,S08000022,"",All,d,Male,"",264,"",79.75831,""
1964,2010/11,S08000022,"",All,d,Female,"",67,"",20.24169,""
1965,2011/12,S08000022,"",All,d,Male,"",279,"",77.5,""
1966,2011/12,S08000022,"",All,d,Female,"",81,"",22.5,""
1967,2012/13,S08000022,"",All,d,Male,"",248,"",74.6988,""
1968,2012/13,S08000022,"",All,d,Female,"",84,"",25.3012,""
1969,2013/14,S08000022,"",All,d,Male,"",214,"",75.88652,""
1970,2013/14,S08000022,"",All,d,Female,"",68,"",24.11348,""
1971,2014/15,S08000022,"",All,d,Male,"",248,"",73.80952,""
1972,2014/15,S08000022,"",All,d,Female,"",88,"",26.19048,""
1973,2015/16,S08000022,"",All,d,Male,"",165,"",70.51282,""
1974,2015/16,S08000022,"",All,d,Female,"",69,"",29.48718,""
1975,2016/17,S08000022,"",All,d,Male,"",200,"",76.92308,""
1976,2016/17,S08000022,"",All,d,Female,"",60,"",23.07692,""
1977,2017/18,S08000022,"",All,d,Male,"",163,"",67.35537,""
1978,2017/18,S08000022,"",All,d,Female,"",79,"",32.64463,""
1979,2018/19,S08000022,"",All,d,Male,"",167,"",75.56561,""
1980,2018/19,S08000022,"",All,d,Female,"",54,"",24.43439,""
1981,2006/07,S08000032,"",All,d,Male,"",532,"",72.28261,""
1982,2006/07,S08000032,"",All,d,Female,"",204,"",27.71739,""
1983,2007/08,S08000032,"",All,d,Male,"",692,"",74.56897,""
1984,2007/08,S08000032,"",All,d,Female,"",236,"",25.43103,""
1985,2008/09,S08000032,"",All,d,Male,"",628,"",73.62251,""
1986,2008/09,S08000032,"",All,d,Female,"",225,"",26.37749,""
1987,2009/10,S08000032,"",All,d,Male,"",847,"",70.58333,""
1988,2009/10,S08000032,"",All,d,Female,"",353,"",29.41667,""
1989,2010/11,S08000032,"",All,d,Male,"",858,"",72.16148,""
1990,2010/11,S08000032,"",All,d,Female,"",331,"",27.83852,""
1991,2011/12,S08000032,"",All,d,Male,"",823,"",75.3663,""
1992,2011/12,S08000032,"",All,d,Female,"",269,"",24.6337,""
1993,2012/13,S08000032,"",All,d,Male,"",864,"",73.40697,""
1994,2012/13,S08000032,"",All,d,Female,"",313,"",26.59303,""
1995,2013/14,S08000032,"",All,d,Male,"",1046,"",75.63268,""
1996,2013/14,S08000032,"",All,d,Female,"",337,"",24.36732,""
1997,2014/15,S08000032,"",All,d,Male,"",980,"",76.38348,""
1998,2014/15,S08000032,"",All,d,Female,"",303,"",23.61652,""
1999,2015/16,S08000032,"",All,d,Male,"",1249,"",76.01948,""
2000,2015/16,S08000032,"",All,d,Female,"",394,"",23.98052,""
2001,2016/17,S08000032,"",All,d,Male,"",1193,"",75.45857,""
2002,2016/17,S08000032,"",All,d,Female,"",388,"",24.54143,""
2003,2017/18,S08000032,"",All,d,Male,"",1106,"",77.55961,""
2004,2017/18,S08000032,"",All,d,Female,"",320,"",22.44039,""
2005,2018/19,S08000032,"",All,d,Male,"",1093,"",75.69252,""
2006,2018/19,S08000032,"",All,d,Female,"",351,"",24.30748,""
2007,2006/07,S08000024,"",All,d,Male,"",1431,"",69.16385,""
2008,2006/07,S08000024,"",All,d,Female,"",638,"",30.83615,""
2009,2007/08,S08000024,"",All,d,Male,"",1497,"",68.35616,""
2010,2007/08,S08000024,"",All,d,Female,"",693,"",31.64384,""
2011,2008/09,S08000024,"",All,d,Male,"",1561,"",68.52502,""
2012,2008/09,S08000024,"",All,d,Female,"",717,"",31.47498,""
2013,2009/10,S08000024,"",All,d,Male,"",1314,"",69.08517,""
2014,2009/10,S08000024,"",All,d,Female,"",588,"",30.91483,""
2015,2010/11,S08000024,"",All,d,Male,"",1372,"",71.75732,""
2016,2010/11,S08000024,"",All,d,Female,"",540,"",28.24268,""
2017,2011/12,S08000024,"",All,d,Male,"",1340,"",71.69609,""
2018,2011/12,S08000024,"",All,d,Female,"",529,"",28.30391,""
2019,2012/13,S08000024,"",All,d,Male,"",1129,"",66.80473,""
2020,2012/13,S08000024,"",All,d,Female,"",561,"",33.19527,""
2021,2013/14,S08000024,"",All,d,Male,"",1405,"",69.58891,""
2022,2013/14,S08000024,"",All,d,Female,"",614,"",30.41109,""
2023,2014/15,S08000024,"",All,d,Male,"",1511,"",69.75993,""
2024,2014/15,S08000024,"",All,d,Female,"",655,"",30.24007,""
2025,2015/16,S08000024,"",All,d,Male,"",1554,"",73.6144,""
2026,2015/16,S08000024,"",All,d,Female,"",557,"",26.3856,""
2027,2016/17,S08000024,"",All,d,Male,"",1688,"",73.32754,""
2028,2016/17,S08000024,"",All,d,Female,"",614,"",26.67246,""
2029,2017/18,S08000024,"",All,d,Male,"",1456,"",74.6284,""
2030,2017/18,S08000024,"",All,d,Female,"",495,"",25.3716,""
2031,2018/19,S08000024,"",All,d,Male,"",1440,"",75.19582,""
2032,2018/19,S08000024,"",All,d,Female,"",475,"",24.80418,""
2033,2006/07,S08000025,"",All,d,Male,"",,c,,c
2034,2006/07,S08000025,"",All,d,Female,"",,c,,c
2035,2007/08,S08000025,"",All,d,Male,"",,c,,c
2036,2007/08,S08000025,"",All,d,Female,"",,c,,c
2037,2008/09,S08000025,"",All,d,Male,"",,c,,c
2038,2008/09,S08000025,"",All,d,Female,"",,c,,c
2039,2009/10,S08000025,"",All,d,Male,"",,c,,c
2040,2010/11,S08000025,"",All,d,Male,"",,c,,c
2041,2011/12,S08000025,"",All,d,Male,"",,c,,c
2042,2012/13,S08000025,"",All,d,Male,"",,c,,c
2043,2012/13,S08000025,"",All,d,Female,"",,c,,c
2044,2013/14,S08000025,"",All,d,Male,"",,c,,c
2045,2013/14,S08000025,"",All,d,Female,"",,c,,c
2046,2014/15,S08000025,"",All,d,Female,"",,c,,c
2047,2015/16,S08000025,"",All,d,Male,"",,c,,c
2048,2016/17,S08000025,"",All,d,Male,"",,c,,c
2049,2017/18,S08000025,"",All,d,Male,"",,c,,c
2050,2017/18,S08000025,"",All,d,Female,"",,c,,c
2051,2006/07,S08000026,"",All,d,Male,"",29,"",63.04348,""
2052,2006/07,S08000026,"",All,d,Female,"",17,"",36.95652,""
2053,2007/08,S08000026,"",All,d,Male,"",37,"",82.22222,""
2054,2007/08,S08000026,"",All,d,Female,"",8,"",17.77778,""
2055,2008/09,S08000026,"",All,d,Male,"",41,"",83.67347,""
2056,2008/09,S08000026,"",All,d,Female,"",8,"",16.32653,""
2057,2009/10,S08000026,"",All,d,Male,"",49,"",75.38462,""
2058,2009/10,S08000026,"",All,d,Female,"",16,"",24.61538,""
2059,2010/11,S08000026,"",All,d,Male,"",50,"",72.46377,""
2060,2010/11,S08000026,"",All,d,Female,"",19,"",27.53623,""
2061,2011/12,S08000026,"",All,d,Male,"",38,"",82.6087,""
2062,2011/12,S08000026,"",All,d,Female,"",8,"",17.3913,""
2063,2012/13,S08000026,"",All,d,Male,"",28,"",71.79487,""
2064,2012/13,S08000026,"",All,d,Female,"",11,"",28.20513,""
2065,2013/14,S08000026,"",All,d,Male,"",24,"",68.57143,""
2066,2013/14,S08000026,"",All,d,Female,"",11,"",31.42857,""
2067,2014/15,S08000026,"",All,d,Male,"",22,"",81.48148,""
2068,2014/15,S08000026,"",All,d,Female,"",5,"",18.51852,""
2069,2015/16,S08000026,"",All,d,Male,"",20,"",80,""
2070,2015/16,S08000026,"",All,d,Female,"",5,"",20,""
2071,2016/17,S08000026,"",All,d,Male,"",34,"",82.92683,""
2072,2016/17,S08000026,"",All,d,Female,"",7,"",17.07317,""
2073,2017/18,S08000026,"",All,d,Male,"",24,"",77.41935,""
2074,2017/18,S08000026,"",All,d,Female,"",7,"",22.58065,""
2075,2018/19,S08000026,"",All,d,Male,"",22,"",70.96774,""
2076,2018/19,S08000026,"",All,d,Female,"",9,"",29.03226,""
2077,2006/07,S08000030,"",All,d,Male,"",621,"",68.46748,""
2078,2006/07,S08000030,"",All,d,Female,"",286,"",31.53252,""
2079,2007/08,S08000030,"",All,d,Male,"",905,"",69.24254,""
2080,2007/08,S08000030,"",All,d,Female,"",402,"",30.75746,""
2081,2008/09,S08000030,"",All,d,Male,"",908,"",64.39716,""
2082,2008/09,S08000030,"",All,d,Female,"",502,"",35.60284,""
2083,2009/10,S08000030,"",All,d,Male,"",643,"",66.97917,""
2084,2009/10,S08000030,"",All,d,Female,"",317,"",33.02083,""
2085,2010/11,S08000030,"",All,d,Male,"",537,"",68.40764,""
2086,2010/11,S08000030,"",All,d,Female,"",248,"",31.59236,""
2087,2011/12,S08000030,"",All,d,Male,"",571,"",69.97549,""
2088,2011/12,S08000030,"",All,d,Female,"",245,"",30.02451,""
2089,2012/13,S08000030,"",All,d,Male,"",635,"",65.19507,""
2090,2012/13,S08000030,"",All,d,Female,"",339,"",34.80493,""
2091,2013/14,S08000030,"",All,d,Male,"",,:,,:
2092,2013/14,S08000030,"",All,d,Female,"",,:,,:
2093,2014/15,S08000030,"",All,d,Male,"",626,"",67.52967,""
2094,2014/15,S08000030,"",All,d,Female,"",301,"",32.47033,""
2095,2015/16,S08000030,"",All,d,Male,"",590,"",67.04545,""
2096,2015/16,S08000030,"",All,d,Female,"",290,"",32.95455,""
2097,2016/17,S08000030,"",All,d,Male,"",511,"",64.60177,""
2098,2016/17,S08000030,"",All,d,Female,"",280,"",35.39823,""
2099,2017/18,S08000030,"",All,d,Male,"",432,"",65.75342,""
2100,2017/18,S08000030,"",All,d,Female,"",225,"",34.24658,""
2101,2018/19,S08000030,"",All,d,Male,"",408,"",71.57895,""
2102,2018/19,S08000030,"",All,d,Female,"",162,"",28.42105,""
2103,2006/07,S08000028,"",All,d,Male,"",21,"",75,""
2104,2006/07,S08000028,"",All,d,Female,"",7,"",25,""
2105,2007/08,S08000028,"",All,d,Male,"",28,"",77.77778,""
2106,2007/08,S08000028,"",All,d,Female,"",8,"",22.22222,""
2107,2008/09,S08000028,"",All,d,Male,"",23,"",79.31034,""
2108,2008/09,S08000028,"",All,d,Female,"",6,"",20.68966,""
2109,2009/10,S08000028,"",All,d,Male,"",,c,,c
2110,2009/10,S08000028,"",All,d,Female,"",,c,,c
2111,2010/11,S08000028,"",All,d,Male,"",24,"",72.72727,""
2112,2010/11,S08000028,"",All,d,Female,"",9,"",27.27273,""
2113,2011/12,S08000028,"",All,d,Male,"",32,"",84.21053,""
2114,2011/12,S08000028,"",All,d,Female,"",6,"",15.78947,""
2115,2012/13,S08000028,"",All,d,Male,"",22,"",78.57143,""
2116,2012/13,S08000028,"",All,d,Female,"",6,"",21.42857,""
2117,2013/14,S08000028,"",All,d,Male,"",,c,,c
2118,2013/14,S08000028,"",All,d,Female,"",,c,,c
2119,2014/15,S08000028,"",All,d,Male,"",19,"",79.16667,""
2120,2014/15,S08000028,"",All,d,Female,"",5,"",20.83333,""
2121,2015/16,S08000028,"",All,d,Male,"",23,"",82.14286,""
2122,2015/16,S08000028,"",All,d,Female,"",5,"",17.85714,""
2123,2016/17,S08000028,"",All,d,Male,"",27,"",79.41176,""
2124,2016/17,S08000028,"",All,d,Female,"",7,"",20.58824,""
2125,2017/18,S08000028,"",All,d,Male,"",11,"",57.89474,""
2126,2017/18,S08000028,"",All,d,Female,"",8,"",42.10526,""
2127,2018/19,S08000028,"",All,d,Male,"",,c,,c
2128,2018/19,S08000028,"",All,d,Female,"",,c,,c
