_id,FinancialYear,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
2963,2010/11,S12000040,"",45+ yrs old,"",All,d,28,"",6.46651,""
2964,2010/11,S12000040,"",Unknown,"",All,d,0,"",0,""
2965,2011/12,S12000040,"",Under 20yrs old,"",All,d,58,"",15.2231,""
2966,2011/12,S12000040,"",20 to 24 yrs old,"",All,d,57,"",14.96063,""
2967,2011/12,S12000040,"",25 to 29 yrs old,"",All,d,59,"",15.48556,""
2968,2011/12,S12000040,"",30 to 34 yrs old,"",All,d,68,"",17.84777,""
2969,2011/12,S12000040,"",35 to 39 yrs old,"",All,d,59,"",15.48556,""
2970,2011/12,S12000040,"",40 to 44 yrs old,"",All,d,50,"",13.12336,""
2971,2011/12,S12000040,"",45+ yrs old,"",All,d,30,"",7.87402,""
2972,2011/12,S12000040,"",Unknown,"",All,d,0,"",0,""
2973,2012/13,S12000040,"",Under 20yrs old,"",All,d,93,"",20.80537,""
2974,2012/13,S12000040,"",20 to 24 yrs old,"",All,d,57,"",12.75168,""
2975,2012/13,S12000040,"",25 to 29 yrs old,"",All,d,69,"",15.43624,""
2976,2012/13,S12000040,"",30 to 34 yrs old,"",All,d,87,"",19.46309,""
2977,2012/13,S12000040,"",35 to 39 yrs old,"",All,d,54,"",12.08054,""
2978,2012/13,S12000040,"",40 to 44 yrs old,"",All,d,51,"",11.4094,""
2979,2012/13,S12000040,"",45+ yrs old,"",All,d,36,"",8.05369,""
2980,2012/13,S12000040,"",Unknown,"",All,d,0,"",0,""
2981,2013/14,S12000040,"",Under 20yrs old,"",All,d,88,"",16.85824,""
2982,2013/14,S12000040,"",20 to 24 yrs old,"",All,d,45,"",8.62069,""
2983,2013/14,S12000040,"",25 to 29 yrs old,"",All,d,89,"",17.04981,""
2984,2013/14,S12000040,"",30 to 34 yrs old,"",All,d,95,"",18.19923,""
2985,2013/14,S12000040,"",35 to 39 yrs old,"",All,d,91,"",17.43295,""
2986,2013/14,S12000040,"",40 to 44 yrs old,"",All,d,60,"",11.49425,""
2987,2013/14,S12000040,"",45+ yrs old,"",All,d,54,"",10.34483,""
2988,2013/14,S12000040,"",Unknown,"",All,d,0,"",0,""
2989,2014/15,S12000040,"",Under 20yrs old,"",All,d,74,"",12.62799,""
2990,2014/15,S12000040,"",20 to 24 yrs old,"",All,d,52,"",8.87372,""
2991,2014/15,S12000040,"",25 to 29 yrs old,"",All,d,102,"",17.40614,""
2992,2014/15,S12000040,"",30 to 34 yrs old,"",All,d,107,"",18.25939,""
2993,2014/15,S12000040,"",35 to 39 yrs old,"",All,d,115,"",19.62457,""
2994,2014/15,S12000040,"",40 to 44 yrs old,"",All,d,64,"",10.9215,""
2995,2014/15,S12000040,"",45+ yrs old,"",All,d,72,"",12.28669,""
2996,2014/15,S12000040,"",Unknown,"",All,d,0,"",0,""
2997,2015/16,S12000040,"",Under 20yrs old,"",All,d,58,"",10.74074,""
2998,2015/16,S12000040,"",20 to 24 yrs old,"",All,d,41,"",7.59259,""
2999,2015/16,S12000040,"",25 to 29 yrs old,"",All,d,97,"",17.96296,""
3000,2015/16,S12000040,"",30 to 34 yrs old,"",All,d,104,"",19.25926,""
3001,2015/16,S12000040,"",35 to 39 yrs old,"",All,d,104,"",19.25926,""
3002,2015/16,S12000040,"",40 to 44 yrs old,"",All,d,70,"",12.96296,""
3003,2015/16,S12000040,"",45+ yrs old,"",All,d,66,"",12.22222,""
3004,2015/16,S12000040,"",Unknown,"",All,d,0,"",0,""
3005,2016/17,S12000040,"",Under 20yrs old,"",All,d,48,"",9.58084,""
3006,2016/17,S12000040,"",20 to 24 yrs old,"",All,d,44,"",8.78244,""
3007,2016/17,S12000040,"",25 to 29 yrs old,"",All,d,84,"",16.76647,""
3008,2016/17,S12000040,"",30 to 34 yrs old,"",All,d,92,"",18.36327,""
3009,2016/17,S12000040,"",35 to 39 yrs old,"",All,d,93,"",18.56287,""
3010,2016/17,S12000040,"",40 to 44 yrs old,"",All,d,65,"",12.97405,""
3011,2016/17,S12000040,"",45+ yrs old,"",All,d,75,"",14.97006,""
3012,2016/17,S12000040,"",Unknown,"",All,d,0,"",0,""
3013,2017/18,S12000040,"",Under 20yrs old,"",All,d,12,"",2.68456,""
3014,2017/18,S12000040,"",20 to 24 yrs old,"",All,d,39,"",8.72483,""
3015,2017/18,S12000040,"",25 to 29 yrs old,"",All,d,96,"",21.47651,""
3016,2017/18,S12000040,"",30 to 34 yrs old,"",All,d,81,"",18.12081,""
3017,2017/18,S12000040,"",35 to 39 yrs old,"",All,d,84,"",18.79195,""
3018,2017/18,S12000040,"",40 to 44 yrs old,"",All,d,68,"",15.21253,""
3019,2017/18,S12000040,"",45+ yrs old,"",All,d,67,"",14.98881,""
3020,2017/18,S12000040,"",Unknown,"",All,d,0,"",0,""
3021,2018/19,S12000040,"",Under 20yrs old,"",All,d,13,"",2.89532,""
3022,2018/19,S12000040,"",20 to 24 yrs old,"",All,d,49,"",10.91314,""
3023,2018/19,S12000040,"",25 to 29 yrs old,"",All,d,76,"",16.9265,""
3024,2018/19,S12000040,"",30 to 34 yrs old,"",All,d,90,"",20.04454,""
3025,2018/19,S12000040,"",35 to 39 yrs old,"",All,d,75,"",16.70379,""
3026,2018/19,S12000040,"",40 to 44 yrs old,"",All,d,71,"",15.81292,""
3027,2018/19,S12000040,"",45+ yrs old,"",All,d,75,"",16.70379,""
3028,2018/19,S12000040,"",Unknown,"",All,d,0,"",0,""
3029,2006/07,S12000019,"",Under 20yrs old,"",All,d,8,"",4.49438,""
3030,2006/07,S12000019,"",20 to 24 yrs old,"",All,d,45,"",25.2809,""
3031,2006/07,S12000019,"",25 to 29 yrs old,"",All,d,60,"",33.70787,""
3032,2006/07,S12000019,"",30 to 34 yrs old,"",All,d,34,"",19.10112,""
3033,2006/07,S12000019,"",35 to 39 yrs old,"",All,d,14,"",7.86517,""
3034,2006/07,S12000019,"",40 to 44 yrs old,"",All,d,8,"",4.49438,""
3035,2006/07,S12000019,"",45+ yrs old,"",All,d,9,"",5.05618,""
3036,2006/07,S12000019,"",Unknown,"",All,d,0,"",0,""
3037,2007/08,S12000019,"",Under 20yrs old,"",All,d,7,"",5.51181,""
3038,2007/08,S12000019,"",20 to 24 yrs old,"",All,d,20,"",15.74803,""
3039,2007/08,S12000019,"",25 to 29 yrs old,"",All,d,39,"",30.70866,""
3040,2007/08,S12000019,"",30 to 34 yrs old,"",All,d,30,"",23.62205,""
3041,2007/08,S12000019,"",35 to 39 yrs old,"",All,d,16,"",12.59843,""
3042,2007/08,S12000019,"",40 to 44 yrs old,"",All,d,,c,,c
3043,2007/08,S12000019,"",45+ yrs old,"",All,d,,c,,c
3044,2007/08,S12000019,"",Unknown,"",All,d,0,"",0,""
3045,2008/09,S12000019,"",Under 20yrs old,"",All,d,7,"",4.86111,""
3046,2008/09,S12000019,"",20 to 24 yrs old,"",All,d,27,"",18.75,""
3047,2008/09,S12000019,"",25 to 29 yrs old,"",All,d,54,"",37.5,""
3048,2008/09,S12000019,"",30 to 34 yrs old,"",All,d,23,"",15.97222,""
3049,2008/09,S12000019,"",35 to 39 yrs old,"",All,d,18,"",12.5,""
3050,2008/09,S12000019,"",40 to 44 yrs old,"",All,d,8,"",5.55556,""
3051,2008/09,S12000019,"",45+ yrs old,"",All,d,7,"",4.86111,""
3052,2008/09,S12000019,"",Unknown,"",All,d,0,"",0,""
3053,2009/10,S12000019,"",Under 20yrs old,"",All,d,11,"",8.46154,""
3054,2009/10,S12000019,"",20 to 24 yrs old,"",All,d,19,"",14.61538,""
3055,2009/10,S12000019,"",25 to 29 yrs old,"",All,d,43,"",33.07692,""
3056,2009/10,S12000019,"",30 to 34 yrs old,"",All,d,24,"",18.46154,""
3057,2009/10,S12000019,"",35 to 39 yrs old,"",All,d,16,"",12.30769,""
3058,2009/10,S12000019,"",40 to 44 yrs old,"",All,d,10,"",7.69231,""
3059,2009/10,S12000019,"",45+ yrs old,"",All,d,7,"",5.38462,""
3060,2009/10,S12000019,"",Unknown,"",All,d,0,"",0,""
3061,2010/11,S12000019,"",Under 20yrs old,"",All,d,9,"",6.2069,""
3062,2010/11,S12000019,"",20 to 24 yrs old,"",All,d,24,"",16.55172,""
3063,2010/11,S12000019,"",25 to 29 yrs old,"",All,d,39,"",26.89655,""
3064,2010/11,S12000019,"",30 to 34 yrs old,"",All,d,31,"",21.37931,""
3065,2010/11,S12000019,"",35 to 39 yrs old,"",All,d,29,"",20,""
3066,2010/11,S12000019,"",40 to 44 yrs old,"",All,d,6,"",4.13793,""
3067,2010/11,S12000019,"",45+ yrs old,"",All,d,7,"",4.82759,""
3068,2010/11,S12000019,"",Unknown,"",All,d,0,"",0,""
3069,2011/12,S12000019,"",Under 20yrs old,"",All,d,5,"",3.52113,""
3070,2011/12,S12000019,"",20 to 24 yrs old,"",All,d,22,"",15.49296,""
3071,2011/12,S12000019,"",25 to 29 yrs old,"",All,d,37,"",26.05634,""
3072,2011/12,S12000019,"",30 to 34 yrs old,"",All,d,30,"",21.12676,""
3073,2011/12,S12000019,"",35 to 39 yrs old,"",All,d,29,"",20.42254,""
3074,2011/12,S12000019,"",40 to 44 yrs old,"",All,d,14,"",9.85915,""
3075,2011/12,S12000019,"",45+ yrs old,"",All,d,5,"",3.52113,""
3076,2011/12,S12000019,"",Unknown,"",All,d,0,"",0,""
3077,2012/13,S12000019,"",Under 20yrs old,"",All,d,,c,,c
3078,2012/13,S12000019,"",20 to 24 yrs old,"",All,d,,c,,c
3079,2012/13,S12000019,"",25 to 29 yrs old,"",All,d,25,"",15.33742,""
3080,2012/13,S12000019,"",30 to 34 yrs old,"",All,d,42,"",25.76687,""
3081,2012/13,S12000019,"",35 to 39 yrs old,"",All,d,27,"",16.56442,""
3082,2012/13,S12000019,"",40 to 44 yrs old,"",All,d,18,"",11.04294,""
3083,2012/13,S12000019,"",45+ yrs old,"",All,d,30,"",18.40491,""
3084,2012/13,S12000019,"",Unknown,"",All,d,0,"",0,""
3085,2013/14,S12000019,"",Under 20yrs old,"",All,d,,c,,c
3086,2013/14,S12000019,"",20 to 24 yrs old,"",All,d,,c,,c
3087,2013/14,S12000019,"",25 to 29 yrs old,"",All,d,24,"",13.55932,""
3088,2013/14,S12000019,"",30 to 34 yrs old,"",All,d,46,"",25.9887,""
3089,2013/14,S12000019,"",35 to 39 yrs old,"",All,d,25,"",14.12429,""
3090,2013/14,S12000019,"",40 to 44 yrs old,"",All,d,19,"",10.73446,""
3091,2013/14,S12000019,"",45+ yrs old,"",All,d,37,"",20.90395,""
3092,2013/14,S12000019,"",Unknown,"",All,d,1,"",0.56497,""
3093,2014/15,S12000019,"",Under 20yrs old,"",All,d,8,"",4.18848,""
3094,2014/15,S12000019,"",20 to 24 yrs old,"",All,d,19,"",9.94764,""
3095,2014/15,S12000019,"",25 to 29 yrs old,"",All,d,33,"",17.27749,""
3096,2014/15,S12000019,"",30 to 34 yrs old,"",All,d,45,"",23.56021,""
3097,2014/15,S12000019,"",35 to 39 yrs old,"",All,d,42,"",21.98953,""
3098,2014/15,S12000019,"",40 to 44 yrs old,"",All,d,21,"",10.99476,""
3099,2014/15,S12000019,"",45+ yrs old,"",All,d,22,"",11.51832,""
3100,2014/15,S12000019,"",Unknown,"",All,d,1,"",0.52356,""
3101,2015/16,S12000019,"",Under 20yrs old,"",All,d,,c,,c
3102,2015/16,S12000019,"",20 to 24 yrs old,"",All,d,,c,,c
3103,2015/16,S12000019,"",25 to 29 yrs old,"",All,d,29,"",18.35443,""
3104,2015/16,S12000019,"",30 to 34 yrs old,"",All,d,45,"",28.48101,""
3105,2015/16,S12000019,"",35 to 39 yrs old,"",All,d,26,"",16.4557,""
3106,2015/16,S12000019,"",40 to 44 yrs old,"",All,d,21,"",13.29114,""
3107,2015/16,S12000019,"",45+ yrs old,"",All,d,17,"",10.75949,""
3108,2015/16,S12000019,"",Unknown,"",All,d,0,"",0,""
3109,2016/17,S12000019,"",Under 20yrs old,"",All,d,6,"",3.65854,""
3110,2016/17,S12000019,"",20 to 24 yrs old,"",All,d,17,"",10.36585,""
3111,2016/17,S12000019,"",25 to 29 yrs old,"",All,d,25,"",15.2439,""
3112,2016/17,S12000019,"",30 to 34 yrs old,"",All,d,50,"",30.4878,""
3113,2016/17,S12000019,"",35 to 39 yrs old,"",All,d,32,"",19.5122,""
3114,2016/17,S12000019,"",40 to 44 yrs old,"",All,d,19,"",11.58537,""
3115,2016/17,S12000019,"",45+ yrs old,"",All,d,15,"",9.14634,""
3116,2016/17,S12000019,"",Unknown,"",All,d,0,"",0,""
3117,2017/18,S12000019,"",Under 20yrs old,"",All,d,,c,,c
3118,2017/18,S12000019,"",20 to 24 yrs old,"",All,d,,c,,c
3119,2017/18,S12000019,"",25 to 29 yrs old,"",All,d,17,"",13.93443,""
3120,2017/18,S12000019,"",30 to 34 yrs old,"",All,d,26,"",21.31148,""
3121,2017/18,S12000019,"",35 to 39 yrs old,"",All,d,33,"",27.04918,""
3122,2017/18,S12000019,"",40 to 44 yrs old,"",All,d,22,"",18.03279,""
3123,2017/18,S12000019,"",45+ yrs old,"",All,d,8,"",6.55738,""
3124,2017/18,S12000019,"",Unknown,"",All,d,0,"",0,""
3125,2018/19,S12000019,"",Under 20yrs old,"",All,d,,c,,c
3126,2018/19,S12000019,"",20 to 24 yrs old,"",All,d,,c,,c
3127,2018/19,S12000019,"",25 to 29 yrs old,"",All,d,19,"",17.11712,""
3128,2018/19,S12000019,"",30 to 34 yrs old,"",All,d,26,"",23.42342,""
3129,2018/19,S12000019,"",35 to 39 yrs old,"",All,d,23,"",20.72072,""
3130,2018/19,S12000019,"",40 to 44 yrs old,"",All,d,17,"",15.31532,""
3131,2018/19,S12000019,"",45+ yrs old,"",All,d,15,"",13.51351,""
3132,2018/19,S12000019,"",Unknown,"",All,d,0,"",0,""
3133,2006/07,S12000020,"",Under 20yrs old,"",All,d,12,"",10.08403,""
3134,2006/07,S12000020,"",20 to 24 yrs old,"",All,d,26,"",21.84874,""
3135,2006/07,S12000020,"",25 to 29 yrs old,"",All,d,25,"",21.0084,""
3136,2006/07,S12000020,"",30 to 34 yrs old,"",All,d,21,"",17.64706,""
3137,2006/07,S12000020,"",35 to 39 yrs old,"",All,d,13,"",10.92437,""
3138,2006/07,S12000020,"",40 to 44 yrs old,"",All,d,14,"",11.76471,""
3139,2006/07,S12000020,"",45+ yrs old,"",All,d,8,"",6.72269,""
3140,2006/07,S12000020,"",Unknown,"",All,d,0,"",0,""
3141,2007/08,S12000020,"",Under 20yrs old,"",All,d,9,"",9.47368,""
3142,2007/08,S12000020,"",20 to 24 yrs old,"",All,d,18,"",18.94737,""
3143,2007/08,S12000020,"",25 to 29 yrs old,"",All,d,19,"",20,""
3144,2007/08,S12000020,"",30 to 34 yrs old,"",All,d,24,"",25.26316,""
3145,2007/08,S12000020,"",35 to 39 yrs old,"",All,d,16,"",16.84211,""
3146,2007/08,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3147,2007/08,S12000020,"",45+ yrs old,"",All,d,,c,,c
3148,2007/08,S12000020,"",Unknown,"",All,d,0,"",0,""
3149,2008/09,S12000020,"",Under 20yrs old,"",All,d,18,"",19.56522,""
3150,2008/09,S12000020,"",20 to 24 yrs old,"",All,d,13,"",14.13043,""
3151,2008/09,S12000020,"",25 to 29 yrs old,"",All,d,26,"",28.26087,""
3152,2008/09,S12000020,"",30 to 34 yrs old,"",All,d,13,"",14.13043,""
3153,2008/09,S12000020,"",35 to 39 yrs old,"",All,d,14,"",15.21739,""
3154,2008/09,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3155,2008/09,S12000020,"",45+ yrs old,"",All,d,,c,,c
3156,2008/09,S12000020,"",Unknown,"",All,d,0,"",0,""
3157,2009/10,S12000020,"",Under 20yrs old,"",All,d,,c,,c
3158,2009/10,S12000020,"",20 to 24 yrs old,"",All,d,,c,,c
3159,2009/10,S12000020,"",25 to 29 yrs old,"",All,d,27,"",33.75,""
3160,2009/10,S12000020,"",30 to 34 yrs old,"",All,d,14,"",17.5,""
3161,2009/10,S12000020,"",35 to 39 yrs old,"",All,d,14,"",17.5,""
3162,2009/10,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3163,2009/10,S12000020,"",45+ yrs old,"",All,d,,c,,c
3164,2009/10,S12000020,"",Unknown,"",All,d,0,"",0,""
3165,2010/11,S12000020,"",Under 20yrs old,"",All,d,12,"",8.69565,""
3166,2010/11,S12000020,"",20 to 24 yrs old,"",All,d,34,"",24.63768,""
3167,2010/11,S12000020,"",25 to 29 yrs old,"",All,d,32,"",23.18841,""
3168,2010/11,S12000020,"",30 to 34 yrs old,"",All,d,27,"",19.56522,""
3169,2010/11,S12000020,"",35 to 39 yrs old,"",All,d,17,"",12.31884,""
3170,2010/11,S12000020,"",40 to 44 yrs old,"",All,d,7,"",5.07246,""
3171,2010/11,S12000020,"",45+ yrs old,"",All,d,9,"",6.52174,""
3172,2010/11,S12000020,"",Unknown,"",All,d,0,"",0,""
3173,2011/12,S12000020,"",Under 20yrs old,"",All,d,15,"",13.51351,""
3174,2011/12,S12000020,"",20 to 24 yrs old,"",All,d,32,"",28.82883,""
3175,2011/12,S12000020,"",25 to 29 yrs old,"",All,d,23,"",20.72072,""
3176,2011/12,S12000020,"",30 to 34 yrs old,"",All,d,15,"",13.51351,""
3177,2011/12,S12000020,"",35 to 39 yrs old,"",All,d,12,"",10.81081,""
3178,2011/12,S12000020,"",40 to 44 yrs old,"",All,d,7,"",6.30631,""
3179,2011/12,S12000020,"",45+ yrs old,"",All,d,7,"",6.30631,""
3180,2011/12,S12000020,"",Unknown,"",All,d,0,"",0,""
3181,2012/13,S12000020,"",Under 20yrs old,"",All,d,17,"",25.75758,""
3182,2012/13,S12000020,"",20 to 24 yrs old,"",All,d,14,"",21.21212,""
3183,2012/13,S12000020,"",25 to 29 yrs old,"",All,d,16,"",24.24242,""
3184,2012/13,S12000020,"",30 to 34 yrs old,"",All,d,8,"",12.12121,""
3185,2012/13,S12000020,"",35 to 39 yrs old,"",All,d,5,"",7.57576,""
3186,2012/13,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3187,2012/13,S12000020,"",45+ yrs old,"",All,d,,c,,c
3188,2012/13,S12000020,"",Unknown,"",All,d,0,"",0,""
3189,2013/14,S12000020,"",Under 20yrs old,"",All,d,7,"",14,""
3190,2013/14,S12000020,"",20 to 24 yrs old,"",All,d,14,"",28,""
3191,2013/14,S12000020,"",25 to 29 yrs old,"",All,d,14,"",28,""
3192,2013/14,S12000020,"",30 to 34 yrs old,"",All,d,5,"",10,""
3193,2013/14,S12000020,"",35 to 39 yrs old,"",All,d,5,"",10,""
3194,2013/14,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3195,2013/14,S12000020,"",45+ yrs old,"",All,d,,c,,c
3196,2013/14,S12000020,"",Unknown,"",All,d,0,"",0,""
3197,2014/15,S12000020,"",Under 20yrs old,"",All,d,6,"",7.05882,""
3198,2014/15,S12000020,"",20 to 24 yrs old,"",All,d,15,"",17.64706,""
3199,2014/15,S12000020,"",25 to 29 yrs old,"",All,d,20,"",23.52941,""
3200,2014/15,S12000020,"",30 to 34 yrs old,"",All,d,17,"",20,""
3201,2014/15,S12000020,"",35 to 39 yrs old,"",All,d,14,"",16.47059,""
3202,2014/15,S12000020,"",40 to 44 yrs old,"",All,d,,c,,c
3203,2014/15,S12000020,"",45+ yrs old,"",All,d,,c,,c
3204,2014/15,S12000020,"",Unknown,"",All,d,0,"",0,""
3205,2015/16,S12000020,"",Under 20yrs old,"",All,d,6,"",6.31579,""
3206,2015/16,S12000020,"",20 to 24 yrs old,"",All,d,21,"",22.10526,""
3207,2015/16,S12000020,"",25 to 29 yrs old,"",All,d,20,"",21.05263,""
3208,2015/16,S12000020,"",30 to 34 yrs old,"",All,d,19,"",20,""
3209,2015/16,S12000020,"",35 to 39 yrs old,"",All,d,12,"",12.63158,""
3210,2015/16,S12000020,"",40 to 44 yrs old,"",All,d,9,"",9.47368,""
3211,2015/16,S12000020,"",45+ yrs old,"",All,d,8,"",8.42105,""
3212,2015/16,S12000020,"",Unknown,"",All,d,0,"",0,""
3213,2016/17,S12000020,"",Under 20yrs old,"",All,d,10,"",8.84956,""
3214,2016/17,S12000020,"",20 to 24 yrs old,"",All,d,26,"",23.00885,""
3215,2016/17,S12000020,"",25 to 29 yrs old,"",All,d,23,"",20.35398,""
3216,2016/17,S12000020,"",30 to 34 yrs old,"",All,d,21,"",18.58407,""
3217,2016/17,S12000020,"",35 to 39 yrs old,"",All,d,14,"",12.38938,""
3218,2016/17,S12000020,"",40 to 44 yrs old,"",All,d,10,"",8.84956,""
3219,2016/17,S12000020,"",45+ yrs old,"",All,d,9,"",7.9646,""
3220,2016/17,S12000020,"",Unknown,"",All,d,0,"",0,""
3221,2017/18,S12000020,"",Under 20yrs old,"",All,d,17,"",10.82803,""
3222,2017/18,S12000020,"",20 to 24 yrs old,"",All,d,40,"",25.47771,""
3223,2017/18,S12000020,"",25 to 29 yrs old,"",All,d,24,"",15.28662,""
3224,2017/18,S12000020,"",30 to 34 yrs old,"",All,d,25,"",15.92357,""
3225,2017/18,S12000020,"",35 to 39 yrs old,"",All,d,22,"",14.01274,""
3226,2017/18,S12000020,"",40 to 44 yrs old,"",All,d,10,"",6.36943,""
3227,2017/18,S12000020,"",45+ yrs old,"",All,d,19,"",12.10191,""
3228,2017/18,S12000020,"",Unknown,"",All,d,0,"",0,""
3229,2018/19,S12000020,"",Under 20yrs old,"",All,d,12,"",8.82353,""
3230,2018/19,S12000020,"",20 to 24 yrs old,"",All,d,17,"",12.5,""
3231,2018/19,S12000020,"",25 to 29 yrs old,"",All,d,26,"",19.11765,""
3232,2018/19,S12000020,"",30 to 34 yrs old,"",All,d,24,"",17.64706,""
3233,2018/19,S12000020,"",35 to 39 yrs old,"",All,d,18,"",13.23529,""
3234,2018/19,S12000020,"",40 to 44 yrs old,"",All,d,20,"",14.70588,""
3235,2018/19,S12000020,"",45+ yrs old,"",All,d,19,"",13.97059,""
3236,2018/19,S12000020,"",Unknown,"",All,d,0,"",0,""
3237,2006/07,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3238,2006/07,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3239,2006/07,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3240,2006/07,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3241,2006/07,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3242,2006/07,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3243,2006/07,S12000023,"",45+ yrs old,"",All,d,,c,,c
3244,2006/07,S12000023,"",Unknown,"",All,d,,c,,c
3245,2007/08,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3246,2007/08,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3247,2007/08,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3248,2007/08,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3249,2007/08,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3250,2007/08,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3251,2007/08,S12000023,"",45+ yrs old,"",All,d,,c,,c
3252,2007/08,S12000023,"",Unknown,"",All,d,,c,,c
3253,2008/09,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3254,2008/09,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3255,2008/09,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3256,2008/09,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3257,2008/09,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3258,2008/09,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3259,2008/09,S12000023,"",45+ yrs old,"",All,d,,c,,c
3260,2008/09,S12000023,"",Unknown,"",All,d,,c,,c
3261,2009/10,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3262,2009/10,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3263,2009/10,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3264,2009/10,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3265,2009/10,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3266,2009/10,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3267,2009/10,S12000023,"",45+ yrs old,"",All,d,,c,,c
3268,2009/10,S12000023,"",Unknown,"",All,d,,c,,c
3269,2010/11,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3270,2010/11,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3271,2010/11,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3272,2010/11,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3273,2010/11,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3274,2010/11,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3275,2010/11,S12000023,"",45+ yrs old,"",All,d,,c,,c
3276,2010/11,S12000023,"",Unknown,"",All,d,,c,,c
3277,2011/12,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3278,2011/12,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3279,2011/12,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3280,2011/12,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3281,2011/12,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3282,2011/12,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3283,2011/12,S12000023,"",45+ yrs old,"",All,d,,c,,c
3284,2011/12,S12000023,"",Unknown,"",All,d,,c,,c
3285,2012/13,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3286,2012/13,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3287,2012/13,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3288,2012/13,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3289,2012/13,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3290,2012/13,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3291,2012/13,S12000023,"",45+ yrs old,"",All,d,,c,,c
3292,2012/13,S12000023,"",Unknown,"",All,d,,c,,c
3293,2013/14,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3294,2013/14,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3295,2013/14,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3296,2013/14,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3297,2013/14,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3298,2013/14,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3299,2013/14,S12000023,"",45+ yrs old,"",All,d,,c,,c
3300,2013/14,S12000023,"",Unknown,"",All,d,,c,,c
3301,2014/15,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3302,2014/15,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3303,2014/15,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
3304,2014/15,S12000023,"",30 to 34 yrs old,"",All,d,,c,,c
3305,2014/15,S12000023,"",35 to 39 yrs old,"",All,d,,c,,c
3306,2014/15,S12000023,"",40 to 44 yrs old,"",All,d,,c,,c
3307,2014/15,S12000023,"",45+ yrs old,"",All,d,,c,,c
3308,2014/15,S12000023,"",Unknown,"",All,d,,c,,c
3309,2015/16,S12000023,"",Under 20yrs old,"",All,d,,c,,c
3310,2015/16,S12000023,"",20 to 24 yrs old,"",All,d,,c,,c
3311,2015/16,S12000023,"",25 to 29 yrs old,"",All,d,,c,,c
