_id,FinancialYear,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAssessed,NumberAssessedQF,PercentAssessed,PercentAssessedQF
2626,2007/08,S12000050,"",40 to 44 yrs old,"",All,d,48,"",10.71429,""
2627,2007/08,S12000050,"",45+ yrs old,"",All,d,27,"",6.02679,""
2628,2007/08,S12000050,"",Unknown,"",All,d,0,"",0,""
2629,2008/09,S12000050,"",Under 20yrs old,"",All,d,34,"",8.56423,""
2630,2008/09,S12000050,"",20 to 24 yrs old,"",All,d,67,"",16.87657,""
2631,2008/09,S12000050,"",25 to 29 yrs old,"",All,d,82,"",20.65491,""
2632,2008/09,S12000050,"",30 to 34 yrs old,"",All,d,93,"",23.42569,""
2633,2008/09,S12000050,"",35 to 39 yrs old,"",All,d,59,"",14.86146,""
2634,2008/09,S12000050,"",40 to 44 yrs old,"",All,d,36,"",9.06801,""
2635,2008/09,S12000050,"",45+ yrs old,"",All,d,26,"",6.54912,""
2636,2008/09,S12000050,"",Unknown,"",All,d,0,"",0,""
2637,2009/10,S12000050,"",Under 20yrs old,"",All,d,32,"",4.90046,""
2638,2009/10,S12000050,"",20 to 24 yrs old,"",All,d,92,"",14.08882,""
2639,2009/10,S12000050,"",25 to 29 yrs old,"",All,d,130,"",19.90812,""
2640,2009/10,S12000050,"",30 to 34 yrs old,"",All,d,152,"",23.27718,""
2641,2009/10,S12000050,"",35 to 39 yrs old,"",All,d,121,"",18.52986,""
2642,2009/10,S12000050,"",40 to 44 yrs old,"",All,d,70,"",10.71975,""
2643,2009/10,S12000050,"",45+ yrs old,"",All,d,56,"",8.5758,""
2644,2009/10,S12000050,"",Unknown,"",All,d,0,"",0,""
2645,2010/11,S12000050,"",Under 20yrs old,"",All,d,42,"",5.14706,""
2646,2010/11,S12000050,"",20 to 24 yrs old,"",All,d,102,"",12.5,""
2647,2010/11,S12000050,"",25 to 29 yrs old,"",All,d,123,"",15.07353,""
2648,2010/11,S12000050,"",30 to 34 yrs old,"",All,d,209,"",25.61275,""
2649,2010/11,S12000050,"",35 to 39 yrs old,"",All,d,164,"",20.09804,""
2650,2010/11,S12000050,"",40 to 44 yrs old,"",All,d,90,"",11.02941,""
2651,2010/11,S12000050,"",45+ yrs old,"",All,d,85,"",10.41667,""
2652,2010/11,S12000050,"",Unknown,"",All,d,1,"",0.12255,""
2653,2011/12,S12000050,"",Under 20yrs old,"",All,d,50,"",6.87758,""
2654,2011/12,S12000050,"",20 to 24 yrs old,"",All,d,98,"",13.48006,""
2655,2011/12,S12000050,"",25 to 29 yrs old,"",All,d,124,"",17.0564,""
2656,2011/12,S12000050,"",30 to 34 yrs old,"",All,d,174,"",23.93398,""
2657,2011/12,S12000050,"",35 to 39 yrs old,"",All,d,123,"",16.91884,""
2658,2011/12,S12000050,"",40 to 44 yrs old,"",All,d,75,"",10.31637,""
2659,2011/12,S12000050,"",45+ yrs old,"",All,d,83,"",11.41678,""
2660,2011/12,S12000050,"",Unknown,"",All,d,0,"",0,""
2661,2012/13,S12000050,"",Under 20yrs old,"",All,d,52,"",6.60737,""
2662,2012/13,S12000050,"",20 to 24 yrs old,"",All,d,118,"",14.99365,""
2663,2012/13,S12000050,"",25 to 29 yrs old,"",All,d,131,"",16.64549,""
2664,2012/13,S12000050,"",30 to 34 yrs old,"",All,d,173,"",21.98221,""
2665,2012/13,S12000050,"",35 to 39 yrs old,"",All,d,122,"",15.50191,""
2666,2012/13,S12000050,"",40 to 44 yrs old,"",All,d,112,"",14.23126,""
2667,2012/13,S12000050,"",45+ yrs old,"",All,d,79,"",10.03812,""
2668,2012/13,S12000050,"",Unknown,"",All,d,0,"",0,""
2669,2013/14,S12000050,"",Under 20yrs old,"",All,d,49,"",5.55556,""
2670,2013/14,S12000050,"",20 to 24 yrs old,"",All,d,126,"",14.28571,""
2671,2013/14,S12000050,"",25 to 29 yrs old,"",All,d,144,"",16.32653,""
2672,2013/14,S12000050,"",30 to 34 yrs old,"",All,d,186,"",21.08844,""
2673,2013/14,S12000050,"",35 to 39 yrs old,"",All,d,147,"",16.66667,""
2674,2013/14,S12000050,"",40 to 44 yrs old,"",All,d,108,"",12.2449,""
2675,2013/14,S12000050,"",45+ yrs old,"",All,d,122,"",13.8322,""
2676,2013/14,S12000050,"",Unknown,"",All,d,0,"",0,""
2677,2014/15,S12000050,"",Under 20yrs old,"",All,d,56,"",6.84597,""
2678,2014/15,S12000050,"",20 to 24 yrs old,"",All,d,111,"",13.56968,""
2679,2014/15,S12000050,"",25 to 29 yrs old,"",All,d,123,"",15.03667,""
2680,2014/15,S12000050,"",30 to 34 yrs old,"",All,d,155,"",18.94866,""
2681,2014/15,S12000050,"",35 to 39 yrs old,"",All,d,141,"",17.23716,""
2682,2014/15,S12000050,"",40 to 44 yrs old,"",All,d,133,"",16.25917,""
2683,2014/15,S12000050,"",45+ yrs old,"",All,d,99,"",12.10269,""
2684,2014/15,S12000050,"",Unknown,"",All,d,0,"",0,""
2685,2015/16,S12000050,"",Under 20yrs old,"",All,d,54,"",6.23557,""
2686,2015/16,S12000050,"",20 to 24 yrs old,"",All,d,130,"",15.01155,""
2687,2015/16,S12000050,"",25 to 29 yrs old,"",All,d,130,"",15.01155,""
2688,2015/16,S12000050,"",30 to 34 yrs old,"",All,d,156,"",18.01386,""
2689,2015/16,S12000050,"",35 to 39 yrs old,"",All,d,158,"",18.2448,""
2690,2015/16,S12000050,"",40 to 44 yrs old,"",All,d,115,"",13.27945,""
2691,2015/16,S12000050,"",45+ yrs old,"",All,d,123,"",14.20323,""
2692,2015/16,S12000050,"",Unknown,"",All,d,0,"",0,""
2693,2016/17,S12000050,"",Under 20yrs old,"",All,d,34,"",3.82022,""
2694,2016/17,S12000050,"",20 to 24 yrs old,"",All,d,119,"",13.37079,""
2695,2016/17,S12000050,"",25 to 29 yrs old,"",All,d,156,"",17.52809,""
2696,2016/17,S12000050,"",30 to 34 yrs old,"",All,d,150,"",16.85393,""
2697,2016/17,S12000050,"",35 to 39 yrs old,"",All,d,159,"",17.86517,""
2698,2016/17,S12000050,"",40 to 44 yrs old,"",All,d,121,"",13.59551,""
2699,2016/17,S12000050,"",45+ yrs old,"",All,d,151,"",16.96629,""
2700,2016/17,S12000050,"",Unknown,"",All,d,0,"",0,""
2701,2017/18,S12000050,"",Under 20yrs old,"",All,d,28,"",3.15315,""
2702,2017/18,S12000050,"",20 to 24 yrs old,"",All,d,121,"",13.62613,""
2703,2017/18,S12000050,"",25 to 29 yrs old,"",All,d,130,"",14.63964,""
2704,2017/18,S12000050,"",30 to 34 yrs old,"",All,d,158,"",17.79279,""
2705,2017/18,S12000050,"",35 to 39 yrs old,"",All,d,168,"",18.91892,""
2706,2017/18,S12000050,"",40 to 44 yrs old,"",All,d,133,"",14.97748,""
2707,2017/18,S12000050,"",45+ yrs old,"",All,d,150,"",16.89189,""
2708,2017/18,S12000050,"",Unknown,"",All,d,0,"",0,""
2709,2018/19,S12000050,"",Under 20yrs old,"",All,d,30,"",3.42857,""
2710,2018/19,S12000050,"",20 to 24 yrs old,"",All,d,124,"",14.17143,""
2711,2018/19,S12000050,"",25 to 29 yrs old,"",All,d,173,"",19.77143,""
2712,2018/19,S12000050,"",30 to 34 yrs old,"",All,d,140,"",16,""
2713,2018/19,S12000050,"",35 to 39 yrs old,"",All,d,163,"",18.62857,""
2714,2018/19,S12000050,"",40 to 44 yrs old,"",All,d,107,"",12.22857,""
2715,2018/19,S12000050,"",45+ yrs old,"",All,d,137,"",15.65714,""
2716,2018/19,S12000050,"",Unknown,"",All,d,1,"",0.11429,""
2717,2006/07,S12000029,"",Under 20yrs old,"",All,d,37,"",9.25,""
2718,2006/07,S12000029,"",20 to 24 yrs old,"",All,d,66,"",16.5,""
2719,2006/07,S12000029,"",25 to 29 yrs old,"",All,d,119,"",29.75,""
2720,2006/07,S12000029,"",30 to 34 yrs old,"",All,d,85,"",21.25,""
2721,2006/07,S12000029,"",35 to 39 yrs old,"",All,d,60,"",15,""
2722,2006/07,S12000029,"",40 to 44 yrs old,"",All,d,19,"",4.75,""
2723,2006/07,S12000029,"",45+ yrs old,"",All,d,14,"",3.5,""
2724,2006/07,S12000029,"",Unknown,"",All,d,0,"",0,""
2725,2007/08,S12000029,"",Under 20yrs old,"",All,d,42,"",8.69565,""
2726,2007/08,S12000029,"",20 to 24 yrs old,"",All,d,94,"",19.4617,""
2727,2007/08,S12000029,"",25 to 29 yrs old,"",All,d,123,"",25.46584,""
2728,2007/08,S12000029,"",30 to 34 yrs old,"",All,d,110,"",22.77433,""
2729,2007/08,S12000029,"",35 to 39 yrs old,"",All,d,64,"",13.25052,""
2730,2007/08,S12000029,"",40 to 44 yrs old,"",All,d,27,"",5.59006,""
2731,2007/08,S12000029,"",45+ yrs old,"",All,d,23,"",4.7619,""
2732,2007/08,S12000029,"",Unknown,"",All,d,0,"",0,""
2733,2008/09,S12000029,"",Under 20yrs old,"",All,d,45,"",9.78261,""
2734,2008/09,S12000029,"",20 to 24 yrs old,"",All,d,81,"",17.6087,""
2735,2008/09,S12000029,"",25 to 29 yrs old,"",All,d,111,"",24.13043,""
2736,2008/09,S12000029,"",30 to 34 yrs old,"",All,d,83,"",18.04348,""
2737,2008/09,S12000029,"",35 to 39 yrs old,"",All,d,86,"",18.69565,""
2738,2008/09,S12000029,"",40 to 44 yrs old,"",All,d,39,"",8.47826,""
2739,2008/09,S12000029,"",45+ yrs old,"",All,d,15,"",3.26087,""
2740,2008/09,S12000029,"",Unknown,"",All,d,0,"",0,""
2741,2009/10,S12000029,"",Under 20yrs old,"",All,d,15,"",2.71739,""
2742,2009/10,S12000029,"",20 to 24 yrs old,"",All,d,69,"",12.5,""
2743,2009/10,S12000029,"",25 to 29 yrs old,"",All,d,133,"",24.0942,""
2744,2009/10,S12000029,"",30 to 34 yrs old,"",All,d,152,"",27.53623,""
2745,2009/10,S12000029,"",35 to 39 yrs old,"",All,d,106,"",19.2029,""
2746,2009/10,S12000029,"",40 to 44 yrs old,"",All,d,56,"",10.14493,""
2747,2009/10,S12000029,"",45+ yrs old,"",All,d,21,"",3.80435,""
2748,2009/10,S12000029,"",Unknown,"",All,d,0,"",0,""
2749,2010/11,S12000029,"",Under 20yrs old,"",All,d,24,"",6.43432,""
2750,2010/11,S12000029,"",20 to 24 yrs old,"",All,d,48,"",12.86863,""
2751,2010/11,S12000029,"",25 to 29 yrs old,"",All,d,78,"",20.91153,""
2752,2010/11,S12000029,"",30 to 34 yrs old,"",All,d,82,"",21.98391,""
2753,2010/11,S12000029,"",35 to 39 yrs old,"",All,d,72,"",19.30295,""
2754,2010/11,S12000029,"",40 to 44 yrs old,"",All,d,41,"",10.99196,""
2755,2010/11,S12000029,"",45+ yrs old,"",All,d,28,"",7.5067,""
2756,2010/11,S12000029,"",Unknown,"",All,d,0,"",0,""
2757,2011/12,S12000029,"",Under 20yrs old,"",All,d,21,"",5.69106,""
2758,2011/12,S12000029,"",20 to 24 yrs old,"",All,d,45,"",12.19512,""
2759,2011/12,S12000029,"",25 to 29 yrs old,"",All,d,70,"",18.97019,""
2760,2011/12,S12000029,"",30 to 34 yrs old,"",All,d,79,"",21.40921,""
2761,2011/12,S12000029,"",35 to 39 yrs old,"",All,d,71,"",19.24119,""
2762,2011/12,S12000029,"",40 to 44 yrs old,"",All,d,60,"",16.26016,""
2763,2011/12,S12000029,"",45+ yrs old,"",All,d,23,"",6.23306,""
2764,2011/12,S12000029,"",Unknown,"",All,d,0,"",0,""
2765,2012/13,S12000029,"",Under 20yrs old,"",All,d,25,"",6.41026,""
2766,2012/13,S12000029,"",20 to 24 yrs old,"",All,d,45,"",11.53846,""
2767,2012/13,S12000029,"",25 to 29 yrs old,"",All,d,75,"",19.23077,""
2768,2012/13,S12000029,"",30 to 34 yrs old,"",All,d,89,"",22.82051,""
2769,2012/13,S12000029,"",35 to 39 yrs old,"",All,d,73,"",18.71795,""
2770,2012/13,S12000029,"",40 to 44 yrs old,"",All,d,46,"",11.79487,""
2771,2012/13,S12000029,"",45+ yrs old,"",All,d,37,"",9.48718,""
2772,2012/13,S12000029,"",Unknown,"",All,d,0,"",0,""
2773,2013/14,S12000029,"",Under 20yrs old,"",All,d,34,"",6.75944,""
2774,2013/14,S12000029,"",20 to 24 yrs old,"",All,d,59,"",11.72962,""
2775,2013/14,S12000029,"",25 to 29 yrs old,"",All,d,84,"",16.6998,""
2776,2013/14,S12000029,"",30 to 34 yrs old,"",All,d,96,"",19.08549,""
2777,2013/14,S12000029,"",35 to 39 yrs old,"",All,d,108,"",21.47117,""
2778,2013/14,S12000029,"",40 to 44 yrs old,"",All,d,67,"",13.32008,""
2779,2013/14,S12000029,"",45+ yrs old,"",All,d,55,"",10.93439,""
2780,2013/14,S12000029,"",Unknown,"",All,d,0,"",0,""
2781,2014/15,S12000029,"",Under 20yrs old,"",All,d,41,"",8.742,""
2782,2014/15,S12000029,"",20 to 24 yrs old,"",All,d,54,"",11.51386,""
2783,2014/15,S12000029,"",25 to 29 yrs old,"",All,d,71,"",15.13859,""
2784,2014/15,S12000029,"",30 to 34 yrs old,"",All,d,87,"",18.55011,""
2785,2014/15,S12000029,"",35 to 39 yrs old,"",All,d,79,"",16.84435,""
2786,2014/15,S12000029,"",40 to 44 yrs old,"",All,d,74,"",15.77825,""
2787,2014/15,S12000029,"",45+ yrs old,"",All,d,63,"",13.43284,""
2788,2014/15,S12000029,"",Unknown,"",All,d,0,"",0,""
2789,2015/16,S12000029,"",Under 20yrs old,"",All,d,48,"",6.13027,""
2790,2015/16,S12000029,"",20 to 24 yrs old,"",All,d,85,"",10.85568,""
2791,2015/16,S12000029,"",25 to 29 yrs old,"",All,d,105,"",13.40996,""
2792,2015/16,S12000029,"",30 to 34 yrs old,"",All,d,117,"",14.94253,""
2793,2015/16,S12000029,"",35 to 39 yrs old,"",All,d,157,"",20.05109,""
2794,2015/16,S12000029,"",40 to 44 yrs old,"",All,d,124,"",15.83653,""
2795,2015/16,S12000029,"",45+ yrs old,"",All,d,147,"",18.77395,""
2796,2015/16,S12000029,"",Unknown,"",All,d,0,"",0,""
2797,2016/17,S12000029,"",Under 20yrs old,"",All,d,29,"",4.19075,""
2798,2016/17,S12000029,"",20 to 24 yrs old,"",All,d,91,"",13.15029,""
2799,2016/17,S12000029,"",25 to 29 yrs old,"",All,d,97,"",14.01734,""
2800,2016/17,S12000029,"",30 to 34 yrs old,"",All,d,147,"",21.24277,""
2801,2016/17,S12000029,"",35 to 39 yrs old,"",All,d,123,"",17.77457,""
2802,2016/17,S12000029,"",40 to 44 yrs old,"",All,d,105,"",15.17341,""
2803,2016/17,S12000029,"",45+ yrs old,"",All,d,100,"",14.45087,""
2804,2016/17,S12000029,"",Unknown,"",All,d,0,"",0,""
2805,2017/18,S12000029,"",Under 20yrs old,"",All,d,16,"",2.96846,""
2806,2017/18,S12000029,"",20 to 24 yrs old,"",All,d,61,"",11.31725,""
2807,2017/18,S12000029,"",25 to 29 yrs old,"",All,d,91,"",16.88312,""
2808,2017/18,S12000029,"",30 to 34 yrs old,"",All,d,93,"",17.25417,""
2809,2017/18,S12000029,"",35 to 39 yrs old,"",All,d,106,"",19.66605,""
2810,2017/18,S12000029,"",40 to 44 yrs old,"",All,d,77,"",14.28571,""
2811,2017/18,S12000029,"",45+ yrs old,"",All,d,95,"",17.62523,""
2812,2017/18,S12000029,"",Unknown,"",All,d,0,"",0,""
2813,2018/19,S12000029,"",Under 20yrs old,"",All,d,22,"",3.85965,""
2814,2018/19,S12000029,"",20 to 24 yrs old,"",All,d,62,"",10.87719,""
2815,2018/19,S12000029,"",25 to 29 yrs old,"",All,d,101,"",17.7193,""
2816,2018/19,S12000029,"",30 to 34 yrs old,"",All,d,99,"",17.36842,""
2817,2018/19,S12000029,"",35 to 39 yrs old,"",All,d,99,"",17.36842,""
2818,2018/19,S12000029,"",40 to 44 yrs old,"",All,d,77,"",13.50877,""
2819,2018/19,S12000029,"",45+ yrs old,"",All,d,110,"",19.29825,""
2820,2018/19,S12000029,"",Unknown,"",All,d,0,"",0,""
2821,2006/07,S12000010,"",Under 20yrs old,"",All,d,23,"",8.71212,""
2822,2006/07,S12000010,"",20 to 24 yrs old,"",All,d,71,"",26.89394,""
2823,2006/07,S12000010,"",25 to 29 yrs old,"",All,d,58,"",21.9697,""
2824,2006/07,S12000010,"",30 to 34 yrs old,"",All,d,52,"",19.69697,""
2825,2006/07,S12000010,"",35 to 39 yrs old,"",All,d,24,"",9.09091,""
2826,2006/07,S12000010,"",40 to 44 yrs old,"",All,d,18,"",6.81818,""
2827,2006/07,S12000010,"",45+ yrs old,"",All,d,18,"",6.81818,""
2828,2006/07,S12000010,"",Unknown,"",All,d,0,"",0,""
2829,2007/08,S12000010,"",Under 20yrs old,"",All,d,10,"",4.329,""
2830,2007/08,S12000010,"",20 to 24 yrs old,"",All,d,51,"",22.07792,""
2831,2007/08,S12000010,"",25 to 29 yrs old,"",All,d,52,"",22.51082,""
2832,2007/08,S12000010,"",30 to 34 yrs old,"",All,d,61,"",26.40693,""
2833,2007/08,S12000010,"",35 to 39 yrs old,"",All,d,35,"",15.15152,""
2834,2007/08,S12000010,"",40 to 44 yrs old,"",All,d,15,"",6.49351,""
2835,2007/08,S12000010,"",45+ yrs old,"",All,d,7,"",3.0303,""
2836,2007/08,S12000010,"",Unknown,"",All,d,0,"",0,""
2837,2008/09,S12000010,"",Under 20yrs old,"",All,d,7,"",3.51759,""
2838,2008/09,S12000010,"",20 to 24 yrs old,"",All,d,33,"",16.58291,""
2839,2008/09,S12000010,"",25 to 29 yrs old,"",All,d,50,"",25.12563,""
2840,2008/09,S12000010,"",30 to 34 yrs old,"",All,d,40,"",20.1005,""
2841,2008/09,S12000010,"",35 to 39 yrs old,"",All,d,39,"",19.59799,""
2842,2008/09,S12000010,"",40 to 44 yrs old,"",All,d,21,"",10.55276,""
2843,2008/09,S12000010,"",45+ yrs old,"",All,d,9,"",4.52261,""
2844,2008/09,S12000010,"",Unknown,"",All,d,0,"",0,""
2845,2009/10,S12000010,"",Under 20yrs old,"",All,d,13,"",6.10329,""
2846,2009/10,S12000010,"",20 to 24 yrs old,"",All,d,27,"",12.67606,""
2847,2009/10,S12000010,"",25 to 29 yrs old,"",All,d,66,"",30.98592,""
2848,2009/10,S12000010,"",30 to 34 yrs old,"",All,d,54,"",25.35211,""
2849,2009/10,S12000010,"",35 to 39 yrs old,"",All,d,26,"",12.20657,""
2850,2009/10,S12000010,"",40 to 44 yrs old,"",All,d,14,"",6.57277,""
2851,2009/10,S12000010,"",45+ yrs old,"",All,d,13,"",6.10329,""
2852,2009/10,S12000010,"",Unknown,"",All,d,0,"",0,""
2853,2010/11,S12000010,"",Under 20yrs old,"",All,d,6,"",4.05405,""
2854,2010/11,S12000010,"",20 to 24 yrs old,"",All,d,25,"",16.89189,""
2855,2010/11,S12000010,"",25 to 29 yrs old,"",All,d,47,"",31.75676,""
2856,2010/11,S12000010,"",30 to 34 yrs old,"",All,d,30,"",20.27027,""
2857,2010/11,S12000010,"",35 to 39 yrs old,"",All,d,25,"",16.89189,""
2858,2010/11,S12000010,"",40 to 44 yrs old,"",All,d,8,"",5.40541,""
2859,2010/11,S12000010,"",45+ yrs old,"",All,d,7,"",4.72973,""
2860,2010/11,S12000010,"",Unknown,"",All,d,0,"",0,""
2861,2011/12,S12000010,"",Under 20yrs old,"",All,d,18,"",9.83607,""
2862,2011/12,S12000010,"",20 to 24 yrs old,"",All,d,25,"",13.6612,""
2863,2011/12,S12000010,"",25 to 29 yrs old,"",All,d,41,"",22.40437,""
2864,2011/12,S12000010,"",30 to 34 yrs old,"",All,d,53,"",28.96175,""
2865,2011/12,S12000010,"",35 to 39 yrs old,"",All,d,29,"",15.84699,""
2866,2011/12,S12000010,"",40 to 44 yrs old,"",All,d,12,"",6.55738,""
2867,2011/12,S12000010,"",45+ yrs old,"",All,d,5,"",2.73224,""
2868,2011/12,S12000010,"",Unknown,"",All,d,0,"",0,""
2869,2012/13,S12000010,"",Under 20yrs old,"",All,d,5,"",3.7594,""
2870,2012/13,S12000010,"",20 to 24 yrs old,"",All,d,19,"",14.28571,""
2871,2012/13,S12000010,"",25 to 29 yrs old,"",All,d,28,"",21.05263,""
2872,2012/13,S12000010,"",30 to 34 yrs old,"",All,d,33,"",24.81203,""
2873,2012/13,S12000010,"",35 to 39 yrs old,"",All,d,26,"",19.54887,""
2874,2012/13,S12000010,"",40 to 44 yrs old,"",All,d,12,"",9.02256,""
2875,2012/13,S12000010,"",45+ yrs old,"",All,d,10,"",7.5188,""
2876,2012/13,S12000010,"",Unknown,"",All,d,0,"",0,""
2877,2013/14,S12000010,"",Under 20yrs old,"",All,d,11,"",6.62651,""
2878,2013/14,S12000010,"",20 to 24 yrs old,"",All,d,17,"",10.24096,""
2879,2013/14,S12000010,"",25 to 29 yrs old,"",All,d,26,"",15.66265,""
2880,2013/14,S12000010,"",30 to 34 yrs old,"",All,d,35,"",21.08434,""
2881,2013/14,S12000010,"",35 to 39 yrs old,"",All,d,38,"",22.89157,""
2882,2013/14,S12000010,"",40 to 44 yrs old,"",All,d,18,"",10.84337,""
2883,2013/14,S12000010,"",45+ yrs old,"",All,d,21,"",12.6506,""
2884,2013/14,S12000010,"",Unknown,"",All,d,0,"",0,""
2885,2014/15,S12000010,"",Under 20yrs old,"",All,d,16,"",6.95652,""
2886,2014/15,S12000010,"",20 to 24 yrs old,"",All,d,23,"",10,""
2887,2014/15,S12000010,"",25 to 29 yrs old,"",All,d,29,"",12.6087,""
2888,2014/15,S12000010,"",30 to 34 yrs old,"",All,d,55,"",23.91304,""
2889,2014/15,S12000010,"",35 to 39 yrs old,"",All,d,47,"",20.43478,""
2890,2014/15,S12000010,"",40 to 44 yrs old,"",All,d,35,"",15.21739,""
2891,2014/15,S12000010,"",45+ yrs old,"",All,d,25,"",10.86957,""
2892,2014/15,S12000010,"",Unknown,"",All,d,0,"",0,""
2893,2015/16,S12000010,"",Under 20yrs old,"",All,d,16,"",9.52381,""
2894,2015/16,S12000010,"",20 to 24 yrs old,"",All,d,17,"",10.11905,""
2895,2015/16,S12000010,"",25 to 29 yrs old,"",All,d,23,"",13.69048,""
2896,2015/16,S12000010,"",30 to 34 yrs old,"",All,d,30,"",17.85714,""
2897,2015/16,S12000010,"",35 to 39 yrs old,"",All,d,34,"",20.2381,""
2898,2015/16,S12000010,"",40 to 44 yrs old,"",All,d,29,"",17.2619,""
2899,2015/16,S12000010,"",45+ yrs old,"",All,d,19,"",11.30952,""
2900,2015/16,S12000010,"",Unknown,"",All,d,0,"",0,""
2901,2016/17,S12000010,"",Under 20yrs old,"",All,d,9,"",5.08475,""
2902,2016/17,S12000010,"",20 to 24 yrs old,"",All,d,14,"",7.9096,""
2903,2016/17,S12000010,"",25 to 29 yrs old,"",All,d,22,"",12.42938,""
2904,2016/17,S12000010,"",30 to 34 yrs old,"",All,d,53,"",29.9435,""
2905,2016/17,S12000010,"",35 to 39 yrs old,"",All,d,36,"",20.33898,""
2906,2016/17,S12000010,"",40 to 44 yrs old,"",All,d,29,"",16.38418,""
2907,2016/17,S12000010,"",45+ yrs old,"",All,d,14,"",7.9096,""
2908,2016/17,S12000010,"",Unknown,"",All,d,0,"",0,""
2909,2017/18,S12000010,"",Under 20yrs old,"",All,d,8,"",5.16129,""
2910,2017/18,S12000010,"",20 to 24 yrs old,"",All,d,7,"",4.51613,""
2911,2017/18,S12000010,"",25 to 29 yrs old,"",All,d,16,"",10.32258,""
2912,2017/18,S12000010,"",30 to 34 yrs old,"",All,d,38,"",24.51613,""
2913,2017/18,S12000010,"",35 to 39 yrs old,"",All,d,50,"",32.25806,""
2914,2017/18,S12000010,"",40 to 44 yrs old,"",All,d,21,"",13.54839,""
2915,2017/18,S12000010,"",45+ yrs old,"",All,d,15,"",9.67742,""
2916,2017/18,S12000010,"",Unknown,"",All,d,0,"",0,""
2917,2018/19,S12000010,"",Under 20yrs old,"",All,d,11,"",7.58621,""
2918,2018/19,S12000010,"",20 to 24 yrs old,"",All,d,12,"",8.27586,""
2919,2018/19,S12000010,"",25 to 29 yrs old,"",All,d,19,"",13.10345,""
2920,2018/19,S12000010,"",30 to 34 yrs old,"",All,d,32,"",22.06897,""
2921,2018/19,S12000010,"",35 to 39 yrs old,"",All,d,36,"",24.82759,""
2922,2018/19,S12000010,"",40 to 44 yrs old,"",All,d,19,"",13.10345,""
2923,2018/19,S12000010,"",45+ yrs old,"",All,d,16,"",11.03448,""
2924,2018/19,S12000010,"",Unknown,"",All,d,0,"",0,""
2925,2006/07,S12000040,"",Under 20yrs old,"",All,d,55,"",10.86957,""
2926,2006/07,S12000040,"",20 to 24 yrs old,"",All,d,105,"",20.75099,""
2927,2006/07,S12000040,"",25 to 29 yrs old,"",All,d,122,"",24.11067,""
2928,2006/07,S12000040,"",30 to 34 yrs old,"",All,d,101,"",19.96047,""
2929,2006/07,S12000040,"",35 to 39 yrs old,"",All,d,73,"",14.42688,""
2930,2006/07,S12000040,"",40 to 44 yrs old,"",All,d,34,"",6.71937,""
2931,2006/07,S12000040,"",45+ yrs old,"",All,d,16,"",3.16206,""
2932,2006/07,S12000040,"",Unknown,"",All,d,0,"",0,""
2933,2007/08,S12000040,"",Under 20yrs old,"",All,d,88,"",16.2963,""
2934,2007/08,S12000040,"",20 to 24 yrs old,"",All,d,112,"",20.74074,""
2935,2007/08,S12000040,"",25 to 29 yrs old,"",All,d,135,"",25,""
2936,2007/08,S12000040,"",30 to 34 yrs old,"",All,d,86,"",15.92593,""
2937,2007/08,S12000040,"",35 to 39 yrs old,"",All,d,76,"",14.07407,""
2938,2007/08,S12000040,"",40 to 44 yrs old,"",All,d,28,"",5.18519,""
2939,2007/08,S12000040,"",45+ yrs old,"",All,d,15,"",2.77778,""
2940,2007/08,S12000040,"",Unknown,"",All,d,0,"",0,""
2941,2008/09,S12000040,"",Under 20yrs old,"",All,d,84,"",16.50295,""
2942,2008/09,S12000040,"",20 to 24 yrs old,"",All,d,100,"",19.64637,""
2943,2008/09,S12000040,"",25 to 29 yrs old,"",All,d,125,"",24.55796,""
2944,2008/09,S12000040,"",30 to 34 yrs old,"",All,d,90,"",17.68173,""
2945,2008/09,S12000040,"",35 to 39 yrs old,"",All,d,58,"",11.39489,""
2946,2008/09,S12000040,"",40 to 44 yrs old,"",All,d,31,"",6.09037,""
2947,2008/09,S12000040,"",45+ yrs old,"",All,d,21,"",4.12574,""
2948,2008/09,S12000040,"",Unknown,"",All,d,0,"",0,""
2949,2009/10,S12000040,"",Under 20yrs old,"",All,d,80,"",16.56315,""
2950,2009/10,S12000040,"",20 to 24 yrs old,"",All,d,88,"",18.21946,""
2951,2009/10,S12000040,"",25 to 29 yrs old,"",All,d,97,"",20.08282,""
2952,2009/10,S12000040,"",30 to 34 yrs old,"",All,d,99,"",20.49689,""
2953,2009/10,S12000040,"",35 to 39 yrs old,"",All,d,52,"",10.76605,""
2954,2009/10,S12000040,"",40 to 44 yrs old,"",All,d,35,"",7.24638,""
2955,2009/10,S12000040,"",45+ yrs old,"",All,d,32,"",6.62526,""
2956,2009/10,S12000040,"",Unknown,"",All,d,0,"",0,""
2957,2010/11,S12000040,"",Under 20yrs old,"",All,d,66,"",15.24249,""
2958,2010/11,S12000040,"",20 to 24 yrs old,"",All,d,68,"",15.70439,""
2959,2010/11,S12000040,"",25 to 29 yrs old,"",All,d,82,"",18.93764,""
2960,2010/11,S12000040,"",30 to 34 yrs old,"",All,d,84,"",19.39954,""
2961,2010/11,S12000040,"",35 to 39 yrs old,"",All,d,65,"",15.01155,""
2962,2010/11,S12000040,"",40 to 44 yrs old,"",All,d,40,"",9.23788,""
